Course Number,Course Name,Credit Count,Prerequisites,Color Group
DANC 499,(1-3) Individual Study,1-3,consent,
DHYG 100,Perspectives in Dental Hygiene,1,,
DHYG 101,Introduction to Dental Professions,1,,
DHYG 219,Head and Neck Anatomy and Histology,2,Admission into the Dental Hygiene Program,
DHYG 223,Pharmacology,3,,
Prerequisites: BIOL,"220, CHEM 106 or",CHEM,,
DHYG 225,Oral Anatomy,2,,
DHYG 311,Preclinical Orientation,3,,
DHYG 313,Clinical Skills Development,3,,
DHYG 321,Radiography I,3,,
250 2024-2025,Undergraduate,Catalog,,
DHYG 322,Biomaterials I,2,,
DHYG 326,Biomaterials II,2,,
DHYG 327,Periodontology I,2,,
DHYG 328,Radiography II,2,,
DHYG 329,Oral Embryology and Pathology,3,,
DHYG 331,Clinical Dental Hygiene I,2,,
DHYG 332,Clinical Seminar I,2,,
This course,is designed to reinforce topics covered in,DHYG,,
needs as,identified in,DHYG,,
DHYG 333,Clinical Dental Hygiene IS,2,,
DHYG 334,Dental Practice Management,1,,
DHYG 336,Culturally Aware Health Care,3,,Gold
DHYG 420,Local Anesthesia,1,,
DHYG 421,Clinical Dental Hygiene II,3,,
DHYG 422,Clinical Seminar II,1,,
DHYG 424,Nitrous Oxide Sedation,1,,
DHYG 425W,Community Dental Health,3,,
DHYG 426,Dental Hygiene Jurisprudence and Ethics,1,,
DHYG 427,Periodontology II,2,,
DHYG 428,Technology in Dentistry,1,,
DHYG 431,Clinical Dental Hygiene III,3,,
DHYG 432,Clinical Seminar III,2,,
DHYG 435,Community Practicum,2,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
DHYG 437,Dental Management of the,Medically,,
DHYG 437,Dental Management of the,Medically,,
DHYG 438,Advanced Community Practice I,1,,
DHYG 439,Advanced Community Practice II,1,,
DHYG 441,Advanced Dental Hygiene Practice,3,,
DHYG 442,Current Issues in Dental Hygiene,3,,
DHYG 443,Technology in Oral Health,3,,
DHYG 444,Principles of Oral Health Promotion,3,,
based on,the oral health objectives of Healthy,People,,
DHYG 444W,Principles of Oral Health Promotion,3,,
based on,the oral health objectives of Healthy,People,,
DHYG 445,Educational Methods in Dental Hygiene,3,,
DHYG 447,Dental Health Study Abroad,1-3,,Gold
DHYG 451,Dental Hygiene Care Planning,3,,
DHYG 452,Decision Making in Periodontology,3,,
DHYG 453W,Research Methods in Dental Hygiene,3,,
DHYG 454,Oral Health Promotion Practice,3,,
DHYG 454,Oral Health Promotion Practice,3,,
DHYG 455,Educational Practice in Dental Hygiene,3,,
DHYG 455,Educational Practice in Dental Hygiene,3,,
DHYG 456,Oral Medicine and Treatment Planning,2,,
DHYG 460,Restorative Functions Seminar,2,,
Prerequisites: DHYG,"322,",DHYG,,
DHYG 461,Restorative Functions Clinic I,1,,
Prerequisites: DHYG,"322, DHYG 326,",DHYG,,
252 2024-2025,Undergraduate,Catalog,,
DHYG 462,Restorative Functions Clinic II,1,,
Prerequisites: DHYG,"322, DHYG 326, DHYG 460,",DHYG,,
DHYG 499,Individual Study,1-6,,
ECON 100,(3.00) An Introduction to the U.S. Economy,3,,
credit has,"been earned in ECON 201 and/or ECON 202,",or,,
ECON 103W,The Economics of Women’s Issues and Public,Policy,,
the United,States,3,,Purple
ECON 201,Principles of Macroeconomics,3,,
ECON 202,Principles of Microeconomics,3,,
ECON 207,Business Statistics,4,,
Prerequisites: MATH,112,or,,
ECON 301,Introduction to Mathematical Economics,3,,
Prerequisites: ECON,"201, ECON 202, ECON 207, MATH 112",or,,
ECON 305,Money and Banking,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 314W,Current Economic Issues,3,,
ECON 320W,Gender Issues and Economic Globalization,3,,Purple
Prerequisites: ECON,201 or,ECON,,
ECON 355,Intermediate Microeconomics,3,,
Prerequisites: ECON,"201, ECON 202 and",ECON,,
ECON 356,Intermediate Macroeconomics,3,,
Prerequisites: ECON,"201, ECON 202 and",ECON,,
ECON 403,Labor Economics,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 405,Central Banking,3,,
ECON 405,Central Banking,3,,
ECON 406,Economics of Unions,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 411,Urban Economics,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 412,Resource and Environmental Economics,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 416,Sports Economics,3,,
ECON 416,Sports Economics,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ECON 420,International Economics,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 429,Economic Education,3,,
application of,such ideas in the K-12,school,,
ECON 440,Public Finance,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 450,Economic Development,3,,
Prerequisites: ECON,201 and,ECON,,
ECON 462W,Econometrics,4,,
ECON 463,Applied Econometrics of Financial Markets,3,,
ECON 463,Applied Econometrics of Financial Markets,3,,
ECON 472,Industrial Organization,3,,
Prerequisites: ECON,"201, ECON 202 and",ECON,,
ECON 480,Seminar in Economics,1-3,,
Prerequisites: ECON,201 and,ECON,,
ECON 481,Readings in Economics,1-3,,
ECON 491,In-Service,1-3,,
ECON 498,Internship,1-3,,
Prerequisites: ECON,"207, ECON 355,",ECON,,
ECON 499,Individual Study,1-3,,
Prerequisites: ECON,201 and,ECON,,
ED 101,Introduction to Critical Race Theory in Education,3,,
ED 210,Independent Study,1-10,,
ED 220,Field Study,1-10,,
ED 230,Individual Study,1-10,,
ED 240,Research,1-10,,
ED 250,Internship,1-10,,
ED 310,Independent Study,1-10,,
ED 320,Field Study,1-10,,
ED 330,Individual Study,1-10,,
ED 340,Research,1-10,,
ED 350,Internship,1-10,,
ED 400,Seminar,1-10,,
ED 420,Field Study,1-10,,
ED 430,Individual Study,1-10,,
ED 440,Research,1-10,,
ED 450,Internship,1-10,,
ED 490,Workshop,1-3,,
ED 499,Individual Study,1-4,,
Educational Studies:,k-12 &,Secondary,,
KSP 106,Education & Culture in the United States,1,International Student,
KSP 150,Exploring Careers in Education,3,,Gold
KSP 200,Critical Issues in Public Education,3,,Gold
254 2024-2025,Undergraduate,Catalog,,
KSP 202,Technology Integration in the Classroom,1,,
integrate technology,to improve learning for PK-12,students.,,
KSP 220W,Human Relations in a Multicultural Society,3,,
to educational,settings. There will be 30 hours of,field,,
outside of,class (collaborative for KSP 222 and 220W).,Meets,,Gold
KSP 222,Introduction to the Learner and Learning,2,,
Corequisites: KSP,"220W,",KSP,,
KSP 235,Human Development,3,,
KSP 330,Planning and Instruction in the Classroom,3,,
The course,is designed to guide K-12 and 5-12,teacher,,
KSP 334,Assessment & Evaluation,3,,
KSP 440,Creating Learning Environments to,Engage,,
"Families, and",Community,3,,
Corequisites: KSP,"440,",KSP,,
KSP 442,"Reading, Literacy, and Differentiated Instruction",in,,
KSP 442,"Reading, Literacy, and Differentiated Instruction",in,,
KSP 450,Human Relations in a Multicultural Society,3,,
to educational,settings. Required 18 hours,clinical,,
KSP 464,Professional Seminar,1,,
KSP 476,K-12 Student Teaching,11,,
Student teaching,in the K-12 schools including,weekly,,
Student teaching,in the K-12 schools including,weekly,Admission to student teaching.,
Student teaching,in the K-12 schools including,weekly,,
KSP 477,5-12 Student Teaching,11,,
5-12 majors.,Prereq:,KSP,admission to student teaching.,
KSP 480,Seminar,1-3,,
KSP 482,(3-6) Enrichment Experience Secondary,3-6,,
Corequisites: KSP,477 or,KSP,,
KSP 489,Selected Topics,1-3,,
KSP 490,Workshop,1-6,,
KSP 491,In-Service,1-4,,
KSP 497,Internship,1-8,,
KSP 499,Individual Study,1-6,,
EE 100,Explorations in Engineering,1,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
EE 105,Introduction to Electrical and Computer,Engineering,,
EE 105,Introduction to Electrical and Computer,Engineering,,
EE 106,Fundamental Digital System Design for,Electrical,,
EE 107,Intro to Electrical and Computer,Engineering,,
EE 230,Circuit Analysis I,3,,
Prerequisites: PHYS,"222 or concurrent, MATH 321",or,,
EE 231,Circuit Analysis II,3,,
Prerequisites: EE,"230 and EE 240, MATH 321,",PHYS,,
EE 234,Microprocessor Engineering I,3,,
Prerequisites: EE,107 or,EET,,
EE 235,Microprocessor Engineering Laboratory I,1,,
"conversions, and",interface design. EE 234 must be,completed,,
"conversions, and",interface design. EE 234 must be,completed,,
"conversions, and",interface design. EE 234 must be,completed,,
EE 240,Evaluation of Circuits,1,,
Laboratory support,for EE 230. Use of laboratory,instrumentation,,
using PSPICE.,Concepts covered in EE 230 will be verified,in,,
laboratory. Pre-req:,Must be taken concurrently with,EE,,
Prerequisites: Must,be taken concurrently with,EE,,
EE 241,Electric Circuits Lab,1,,
This is,the lab associated with EE231 class giving students,hands,,
"Prerequisites: EE,","230, EE 231,",EE,,
"Prerequisites: EE,","230, EE 231,",EE,,
EE 244,Introduction to Digital Systems,2,,
EE 245,Robotics Programming and Algorithms,3,,
EE 245,Robotics Programming and Algorithms,3,,
EE 253,Logic Circuits Lab,1,,
Laboratory support,to complement EE 244. Use,of,,
Prerequisites: EE,230 and concurrent with,EE,,
EE 254,Digital and Circuits Lab,1,,
Laboratory support,for EE 231 and EE 244. Experimental,evaluation,,
Prerequisites: EE,"230, EE 240 and concurrently with EE 231 and",EE,,
EE 281,Digital System Design with Testability,3,,
Prerequisites: EE,"106,",EE,,
256 2024-2025,Undergraduate,Catalog,,
EE 282,Digital System Design with Testability Lab,1,,
Laboratory support,for EE 282 practical aspects of design,and,,
Laboratory support,for EE 282 practical aspects of design,and,,
EE 298,Topics,1-4,to be determined by course topic,
EE 303,Introduction to Solid State Devices,3,,
Prerequisites: PHYS,"222, and",MATH,,
EE 304,Lab: Introduction to Solid State Devices,1,,
Laboratory support,for EE 303. Experiments include resistivity,and,,
EE 332,Electronics I,3,,
EE 332,Electronics I,3,,
EE 333,Electronics II,3,,
EE 333,Electronics II,3,,
EE 334,Microprocessor Engineering II,3,,
interfaces such,"as SPI, I2C, and CAN. External memory design and onchip program memory protection are",also,,
EE 336,Principles of Engineering Design I,1,Junior Standing,
EE 337,Principles of Engineering Design II,1,,
EE 337,Principles of Engineering Design II,1,,
EE 341,Signals & Systems,3,,
Prerequisites: EE,230. MATH 321 and,PHYS,,
EE 342,Electronics Laboratory,1,,
This lab,is designed to accompany EE 332. The lab,covers,,
Prerequisites: EE,231 and EE 332,taken,,
EE 343,Electronics II Laboratory,1,,
This course,will accompany EE 333 course dealing,with,,
555 timer,"application to Multivibrators, Memory circuits,",CMOS,,
Prerequisites: EE,"332,",EE,,
EE 344,Microprocessor II Laboratory,1,,
Laboratory support,for EE 334. Use of development boards,and,,
Prerequisites: Concurrent,with,EE,,
EE 350,Engineering Electromagnetics,3,,
Prerequisites: EE,"231, MATH 223, MATH 321 and",PHYS,,
EE 353,Communication Systems Engineering,3,,
Prerequisites: EE,"341,",MATH,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
EE 358,Control Systems,3,,
EE 358,Control Systems,3,,
EE 363,Communication Systems Laboratory,1,,
Prerequisites: Concurrent,with,EE,,
EE 368,Control Systems Laboratory,1,,
Laboratory support,for EE 358. Experimental evaluation,of,,
Prerequisites: EE,341 and concurrent with,EE,,
EE 390,Smart Sensor Systems,3,,
EE 395,Computer Hardware and Organization,3,,
Prerequisites: EE,"234, EE 235,",EE,,
EE 398,CPT: Co-Operative Experience,0,,
Prerequisites: EE,235. At least 60 credits earned; in,good,,
EE 445,Mobile Robotics,3,,
EE 445,Mobile Robotics,3,,
EE 450,Engineering Economics,3,Advanced standing in the program,
EE 453,Advanced Communications Systems Engineering,3,,
Prerequisites: EE,353 and,EE,,
EE 463,Advanced Digital System Design,3,,
EE 463,Advanced Digital System Design,3,,
EE 467W,Principles of Engineering Design III,1-2,,
Prerequisites: EE,"332, EE 337, EE 341, EE 358. Select One Course:",EE,,
EE 390.,"Select One Course: EE 334, EE 353. Select One Course: EE","350,",,
EE 470,Wireless Networking,3,,
258 2024-2025,Undergraduate,Catalog,,
EE 471,Advanced Control Systems,3,,
This course,is a continuation of EE 358. Techniques for the,analysis,,
Prerequisites: EE,358 and,EE,,
EE 472,Digital Signal Processing,3,,
EE 472,Digital Signal Processing,3,,
EE 473,Electrical Power Systems Analysis and Design,3,,
Prerequisites: EE,231 or via permission,from,,
EE 474,Power Electronics,4,,
EE 474,Power Electronics,4,,
EE 475,Integrated Circuit Engineering,3,,
Prerequisites: EE,303 and,EE,,
EE 476,"Antennas, Propagation, & Microwave Engineering",3,,
EE 476,"Antennas, Propagation, & Microwave Engineering",3,,
EE 477W,Principles of Engineering Design IV,1-2,,
Prerequisites: EE,467 and,Senior,,
EE 478,Digital Signal Processing Lab,1,,
EE 478,Digital Signal Processing Lab,1,,
EE 478,Digital Signal Processing Lab,1,,
EE 479,Superconductive Devices,3,,
EE 479,Superconductive Devices,3,,
EE 480,Integrated Circuit Fabrication Lab,1,,
Prerequisites: Concurrent,with,EE,,
EE 481,VLSI Design Laboratory,1,,
This laboratory,accompanies EE 484. The laboratory covers,the,,
Prerequisites: Concurrent,with,EE,,
EE 482,Electromechanics,3,,
EE 482,Electromechanics,3,,
EE 483,Introduction to Smart Grid,3,,
EE 483,Introduction to Smart Grid,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
EE 484,VLSI Design,3,,
EE 484,VLSI Design,3,,
EE 485,ASIC Design,4,,
EE 485,ASIC Design,4,,
EE 486,Signal and Power Integrity,3,,
Prerequisites: EE,231.,EE,,
EE 487,RF Systems Engineering,3,,
Prerequisites: EE,353 and,EE,,
EE 488,PLC Application in Modern Industrial Automation,4,,
EE 489,Real-time Embedded Systems,4,,
Prerequisites: EE,"107, EE 334,",EE,,
EE 490,Engineering Applications of AI and ML,3,,
Prerequisites: EE,"341,",EE,,
EE 491,In-Service,1-4,,
EE 494,Global Experience in Engineering and Technology,1,,
and after,participation in the international experience (min.,2,,
EE 497,Internship,1-6,,
EE 498,Topics,1-4,to be determined by course topic,
EE 499,(1-6) Individual Study,1-6,,
EET 112,Elementary Electricity and Electronics,3,,
EET 113,DC Circuits,3,,
analysis theorems.,Use of dependent sources in DC circuits.,MATH,,
or 115,may be,taken,,
Prerequisites: MATH,112 or,MATH,,
EET 114,AC Circuits,3,,
AC circuits.,Use of dependent sources in AC circuits. MATH 113,or,,
Prerequisites: MATH,113 or MATH 115 may be,taken,,
260 2024-2025,Undergraduate,Catalog,,
EET 115,Understanding Computers,3,,
EET 116,"Communications-Past, Present & Future",3,,
EET 117,Introduction to Digital Electronics,3,,
EET 118,"Electricity - Generation, Usage & Green",Alternatives3,,Purple
EET 125,Perspective on Technology,3,,
EET 141,Integrated Computer Technology I,4,,
EET 141,Integrated Computer Technology I,4,,
EET 142,Integrated Computer Technology II,4,,
from small-scale,logic components. Coreq: EET,113,,
from small-scale,logic components. Coreq: EET,113,,
EET 143,Integrated Computer Technology III,4,,
"shift register,","transceiver, 555 timer, 555 oscillator,",D/A,,
Prerequisites: EE,"107,",EET,,
EET 221,Electronic CAD,3,,
EET 221,Electronic CAD,3,,
EET 222,Electronics I,4,,
response. Prereq:,EET 114,or,,
response. Prereq:,EET 114,or,,
EET 223,Electronics II,4,,
Prerequisites: MATH,"121, PHYS 211,",EET,,
EET 254,Microprocessors I,4,,
EET 254,Microprocessors I,4,,
EET 298,Topics,1-4,to be determined by course topic,
EET 310,Programming Tools,4,,
taken concurrently,with,MATH,,
taken concurrently,with,MATH,,
EET 315,Programmable Instrumentation,3,,
Prerequisites: EE,234 and EE 235 OR,EET,,
EET 340,Programmable Hardware Technology,4,,
Prerequisites: EE,234 and EE 235 or,EET,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
EET 341,Electronic Shop Practices,2,,
EET 341,Electronic Shop Practices,2,,
EET 355,Electrical Power Systems,4,,
Prerequisites: EET,"114, MATH 127,",PHYS,,
EET 384,Microprocessors II,4,,
EET 393,Practicum,1-4,Permission required.,
EET 398,CPT: Co-Operative Experience,0,,
Prerequisites: EET,223. At least 60 credits earned; in,good,,
EET 430,Computer Networking I,4,,
Prerequisites: MATH,"180,",EET,,
EET 431,Computer Networking II,4,,
A continuation,"of EET 430. Router configurations,",advanced,,
A continuation,"of EET 430. Router configurations,",advanced,,
EET 441,Embedded Systems,4,,
Prerequisites: MATH,"180,",EET,,
EET 452,Operational Amplifier Applications,3,,
Prerequisites: MATH,"127,",EET,,
EET 455,Power Electronics,3,,
EET 455,Power Electronics,3,,
EET 456,Analog Communications,4,,
microwave systems.,Course must be taken concurrently with,STAT,,
microwave systems.,Course must be taken concurrently with,STAT,,
microwave systems.,Course must be taken concurrently with,STAT,,
EET 458,Advanced Instrumentation,1,,
Prerequisites: 25,"hours of EET courses,",or,,
EET 461,Industrial Automation I,4,,
Prerequisites: EET,"223,",EET,,
EET 462,Industrial Automation II,4,,
EET 462,Industrial Automation II,4,,
EET 486,Digital Communications,3,,
Prerequisites: STAT,"154,",EET,,
EET 487,RF Systems Technology,3,,
Prerequisites: PHYS,"212,",EET,,
262 2024-2025,Undergraduate,Catalog,,
EET 491,In-Service,1-4,,
EET 492,Integrated Circuit Technology,4,,
EET 492,Integrated Circuit Technology,4,,
EET 494,Global Experience in Engineering and Technology,1,,
and after,participation in the international experience (min.,2,,
EET 497,Internship,1-6,,
Should be,taken at end of junior year. Permission required. Pre:,40,,
EET 498,Topics,1-4,to be determined by course topic,
EET 499,Individual Study,1-4,,
ELE 215,Introduction to Education and Instruction,4,,
ELE 222W,Human Relations in a Multicultural Society,4,,Gold
ELE 240,Research,1-4,,
ELE 310,Philosophy & Practices in the Middle School,3,,
ELE 402,Introduction to Teaching Multilingual Children,3,,
ELE 410,Creating Anti-Racist Environments,with,,
ELE 410,Creating Anti-Racist Environments,with,Admission to Professional Education and the Elementary,
ELE 411,Evidence-Based Literacy Instruction in,the,,
ELE 411,Evidence-Based Literacy Instruction in,the,Admission into Professional Education and the Elementary,
ELE 412,"Social Studies: Human Diversity, Power, &",Opportunity,,
ELE 413,Understanding the Needs of Individual Students,4,Admission into Professional Education and the Elementary,
ELE 420,Planning & Assessment for Diverse Learners,with,,
ELE 420,Planning & Assessment for Diverse Learners,with,Admission into Professional Education and the Elementary,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ELE 421,Integrating Critical Literacies to Promote Equity,Across,,
ELE 422,Mathematics Teaching and Learning for,the,,
"computation, and",rational number concepts in,grades,Admission into Professional Education and the Elementary,
ELE 423,Science Teaching and Learning for the,Diverse,,
ELE 423,Science Teaching and Learning for the,Diverse,Admission into Professional Education and the Elementary,
ELE 428,Teaching Reading and Writing in the Content,Areas3,,
ELE 430W,Integrating Arts & Physical Health Across,the,,
ELE 430W,Integrating Arts & Physical Health Across,the,,
ELE 431,Integrating Inquiry across,the,,
ELE 431,Integrating Inquiry across,the,Admission into Professional Education and the Elementary,
ELE 432,Field Experience: Integrating Methods in,the,,
ELE 432,Field Experience: Integrating Methods in,the,Admission into Professional Education and the Elementary,
ELE 433,Integrating Inclusive Practices to Promote,Learners¿,,
ELE 433,Integrating Inclusive Practices to Promote,Learners¿,,
ELE 436,Engineering for Elementary Teachers,2,,
course focuses,on the engineering strand of the K-6,Minnesota,,
ELE 440,Student Teaching,12,Admission into Professional Education and the Elementary,
ELE 446,Educational Technology-STEM,2,,
264 2024-2025,Undergraduate,Catalog,,
ELE 451,Middle level practicum,1-2,,
experience with,students in grades 7 or 8. Those who hold a,license,,
the secondary,level complete the experience with students in grades,5,,
6. The,focus is on applying the standards of effective practice,in,,
ELE 456,Special Topics: STEM for Elementary Teachers,1,,
ELE 467,"Integrating Science, Technology, Engineering, and",Math,,
ELE 470,Field Experience in STEM,4,,
ELE 494,Student Teaching Middle School,4,,
ELE 496,Internship,3-6,,
ELE 499,Individual Study,1-4,,
ENG 100,Academic Reading and Writing,4,,
ENG 100,or “Academic Reading and Writing” focuses,on,,
ENG 101,Foundations of Writing & Rhetoric,4,,
ENG 105,"Race, Rhetoric, and Representation",4,,Purple
ENG 110,Introduction to Literature,4,,
ENG 112W,Why Literature Matters,4,,
ENG 112W,Why Literature Matters,4,,
ENG 125,International Children’s Literature,4,,Purple
ENG 146,Introduction to Shakespeare,4,,
ENG 201W,Writing Technologies,4,,
ENG 201W,Writing Technologies,4,,
ENG 211W,Literature and Human Diversity,4,,Purple
ENG 211W,Literature and Human Diversity,4,,
ENG 212W,World Literature,4,,
ENG 212W,World Literature,4,,
ENG 213W,Literature and Ethics,4,,
ENG 213W,Literature and Ethics,4,,
ENG 214,Environmental Humanities,4,,Purple
ENG 215,Topics in Literature,2-4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ENG 271W,Technical Communication,4,,
ENG 271W,Technical Communication,4,,
ENG 272W,Business Communication,4,,
ENG 273W,Agricultural Communication,4,,
ENG 275W,Introduction to Literary Studies,4,,
ENG 275W,Introduction to Literary Studies,4,,
ENG 285,Practical Grammar,2,,
ENG 301W,Advanced Writing,4,,
Prerequisites: ENG,101 and permission,of,,
ENG 316,Topics in Literature,1-4,,
ENG 317,Literature & the Environment,4,,
ENG 318,Multicultural Literature,2-4,,Purple
ENG 319,Animals and Literature,4,,Purple
ENG 322,Topics in British Literature,4,,
ENG 323,Topics in US Literature,4,,
ENG 325,Children’s Literature,3,,
ENG 361,"Teaching English: Literature, Grades 5-12",4,,
ENG 362,"Teaching English: Writing, Grades 5-12",4,,
ENG 381,Introduction to English Linguistics,4,,
ENG 385,Introduction to Sociolinguistics,4,,
ENG 401,(4.00) Topics in Writing Studies,4,,
ENG 402W,Gender in Literature,4,,Purple
266 2024-2025,Undergraduate,Catalog,,
ENG 403W,Selected Authors,4,,
ENG 407,Shakespeare,4,,
ENG 410,21st Century Literature,1-4,,
Study of,"literature from the 21st century, with an emphasis on",how,,
Study of,"literature from the 21st century, with an emphasis on",how,,
ENG 412W,Arab American Literature,4,,
learn about,"waves of immigration from the 1880s onward,",the,,Purple
ENG 425,Topics in Children’s Literature,2-4,,
ENG 426,Selected Periods,2-4,,
ENG 430,Independent Reading,1-4,Consent,
ENG 433W,Selected Studies in World Literature,4,,Purple
ENG 435,The World Novel,2-4,,
ENG 436W,Native American Literature,4,,Purple
ENG 437W,Latina/o Literature,2-4,,
ENG 438W,African American Literature,4,,
through 20th,century movements such as the Jazz,"Age,",,
"Renaissance, and","Black Arts Movement of the 1960s,",to,,Purple
ENG 441,Literary Theory and Criticism,4,,
Prerequisites: 6,semester credits,in,,
ENG 455,Advanced Writing Workshop,4,,
Prerequisites: ENG,"201W,",ENG,,
ENG 461,World Literature for Children and Young,Adults2-4,,
Selected works,of literature for students in grades 5-12 from a,variety,,
ENG 463,Adolescent Literature,3,,
A survey,"of literature for students in grades 5-12, fiction, and nonfiction, and methods of teaching",this,,
ENG 464,Teaching Literature in the Middle School,3,,
ENG 466,Usability,4,,
Prerequisites: ENG,271W or,ENG,,
ENG 467,International Technical Communication,1-4,,
ENG 469,Project Management in Technical,Communication4,,
ENG 469,Project Management in Technical,Communication4,,
ENG 470,Independent Writing,1-4,Consent,
ENG 471,Visual Technical Communication,4,,
ENG 472,Topics in Technical Communication,1-4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ENG 473,Desktop Publishing,4,,
ENG 474W,Research and Writing Technical Reports,4,,
Prerequisites: ENG,271W or,ENG,,
ENG 475,Editing Technical Publications,4,,
ENG 477W,"Technical Documentation,","Policies,",,
ENG 477W,"Technical Documentation,","Policies,",,
ENG 478,Technical and Scientific Literature,4,,
ENG 479,Rhetorical Theory Applied to Technical,Documents4,,
ENG 480,Proposals,4,,
ENG 481,History of the English Language,4,,
ENG 482,Teaching Listening and Speaking,to,,
ENG 482,Teaching Listening and Speaking,to,,
ENG 483,Writing About Health and Medicine,4,,
ENG 484,Teaching Grammar and Vocabulary,to,,
ENG 484,Teaching Grammar and Vocabulary,to,,
ENG 486,Theories of Second Language,Teaching,,
ENG 486,Theories of Second Language,Teaching,,
ENG 487,Teaching Reading and Writing to English,Learners4,,
ENG 489,"Policies, Programs, and Assessment for",K-12,,
ENG 489,"Policies, Programs, and Assessment for",K-12,,
ENG 491,Teaching Language & Language Learners in,the,,
discourse used,"for listening, speaking, reading, and writing",within,,
ENG 492,Selected Topics,2-4,,
ENG 494,English Workshop,1-6,,
ENG 496,Senior Seminar in English Studies,4,,
ENG 498,Internship,1-6,,
ENG 499,Individual Study,1-4,Consent,
268 2024-2025,Undergraduate,Catalog,,
ENVR 101,Perspectives in Environmental Science,4,,
ENVR 440,Environmental Regulations,3,,
ENVR 450,Environmental Pollution & Control,3,,
recommended that,this course be taken immediately after,completing,,
ENVR 460,Analysis of Pollutants,4,,
ENVR 470,Environmental Assessment,3,,
ENVR 470,Environmental Assessment,3,,
ENVR 480,Senior Research,1-6,,
ENVR 498,Internship,1-6,,
ENVR 499,Individual Study,1-6,,
ETHN 100,American Racial Minorities,3,,Purple
ETHN 101,Introduction to Multicultural & Ethnic Studies,3,,Purple
ETHN 150,Multi-Cultural/Ethnic Experience,3,,Gold
ETHN 200,Interracial/Interethnic Dating/Marriage,3,,
ETHN 201W,Perspectives on African Americans,3,,Purple
ETHN 203W,Perspectives on Asian Americans,3,,Purple
ETHN 204W,Perspectives on Latinos/Hispanics,3,,
United States,"from 1848. Emphasis will be on culture, history, and sociopolitical patterns. Diverse",Cultures:,,
ETHN 220W,Civil Rights in the U.S.,3,,
ETHN 295,Selected Topics,1-4,,
ETHN 296,Workshop,1-3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
ETHN 299,Individual Study,1-3,Two other ETHN courses.,
ETHN 310,Environmental Racism,3,,
ETHN 330,Immigration and Ethnicity,3,,
ETHN 380,Perspectives on Multiracial Identities in,the,,
ETHN 380,Perspectives on Multiracial Identities in,the,,
individuals. The,social changes resulting from the 1960s,Civil,,
U.S. Census,"conducted in 2010, over nine million",individuals,,
ETHN 400,Cultural Pluralism,3,,
ETHN 401,Applied Cultural Research,3,,Gold
Prerequisites: ANTH,"101, ANTH 230 or consent; ETHN 100, ETHN",101,,
ETHN 402W,Ethnic Research Methods/Skills,3,,Gold
Prerequisites: ETHN,"100 or ETHN 101 or ETHN 150,",or,,
ETHN 405,Perspectives on New Immigrants,3,,
ETHN 410,Foundations of Oppression,3,,Purple
Prerequisites: ETHN,100 or,ATHN,,
ETHN 420,African American Studies,3,,
Prerequisites: ETHN,110 or ETHN 400,or,,
ETHN 440,Asian American Studies,3,,
Prerequisites: ETHN,"400,",or,,
ETHN 450,Latino/Hispanic Studies,3,,
Prerequisites: ETHN,"400,",or,,
ETHN 460,Urban Minority Problems,3,,Purple
ETHN 470,Women of Color,3,,Purple
Prerequisites: ETHN,"400,",or,,
ETHN 482,African American Civil Rights Movement,3,,
ETHN 486,Racial and Ethnic Politics,3,,Purple
ETHN 490,Racial/Ethnic Families in the U.S.,3,,
Prerequisites: ETHN,"400,",or,,
270 2024-2025,Undergraduate,Catalog,,
ETHN 495,Selected Topics,3,ETHN major,
ETHN 496,Workshop,1-3,,
ETHN 497,Internship,1-10,ETHN major or minor,
ETHN 498,College Teaching Internship,1-6,,
Students assist,a faculty member in teaching ETHN 100 or,ETHN,,
ETHN 499,Individual Study,1-3,,
Prerequisites: 2,ETHN courses at,300/400,,
EXED 202,Introduction to Experiential Education,3,,
EXED 490,Workshop,1-3,,
EXED 499,Individual Study,1-3,,
FCS 100,Personal & Family Living,3,,
FCS 101,Introduction to Family Consumer Science,3,,
FCS 120,Clothing and People,3,,Purple
FCS 140,Introduction to Nutrition,3,,
FCS 140,Introduction to Nutrition,3,,
FCS 150,Cooking and Culture,3,,
FCS 202,Introduction to Child Life Specialist,3,,
FCS 203,End of Life Care,3,,
FCS 242,Nutrition for Healthcare Professionals,3,,
Prerequisites: Select,One Course: CHEM 106 or,CHEM,,
