Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
HIST 481W,Civil Rights in the Twentieth Century,4,N/A,N/A,N/A,"This course will examine the U.S. civil rights movement in the 20th century. Students will study the African American freedom movement and other civil rights campaigns to understand the basis of both oppression and civil rights in the U.S. and will apply this historical context to contemporary civil rights struggles. The course will emphasize reading, research, and writing skills."
HIST 495W,Senior Seminar,4,N/A,N/A,N/A,"In this capstone course required for all history majors, students will study historical methods, professional standards, and ways to communicate history to diverse audiences. Students will actively engage in historical inquiry to complete a polished research project. Permission of the department and instructor is required."
HP 315W,Research Methods and Statistics in Exercise Science,3,N/A,N/A,N/A,"Explores research methods and descriptive statistics commonly used in human performance, exercise science, athletic training, occupational therapy, and physical therapy settings. Includes developing a refined research question, conducting a review of relevant literature, designing a data collection project, and writing a research proposal. HP 316 Tennis Theory 1 credit Methods and procedures used in coaching. HP 317 Golf Coaching Theory 1 credit Methods and procedures used in coaching. HP 318 Soccer Theory 1 credit Methods and procedures used in coaching. HP 319 Strength and Conditioning Theory 1 credit This course is designed to help coaches learn how to teach effective Strength and Conditioning for youth."
Behavior Change,Foundations and Strategies (,3,N/A,N/A,N/A,"a course that focuses upon the complexity of health behavior change and the skills necessary for a health promotion professional to assess, plan, and evaluate behavior change interventions for individuals and communities. Health behavior change theories and strategies will be discussed. Topics covered in class will include: behavior modification, goal setting, self-management, coping skills, and social support. Emphasis will also be given to the impact of policy and environmental influences on behavior."
HUM 250W,Perspectives in Humanities,4,N/A,N/A,N/A,"Explores the critical analysis of written, visual and/or musical texts; considers these texts from a variety of cultural and historical contexts; and analyzes issues that engage basic questions of human existence, for individuals and societies. May be repeated when topic changes."
HUM 280W,Humanities Traditions,4,N/A,N/A,N/A,"Historical or cultural periods, beliefs, or movements within the larger Western traditions of Europe and America and the expressions of these traditions through the visual, literary and performing arts and other forms. May be repeated when topic changes."
HUM 281W,Human Diversity and Humanities Traditions,4,N/A,Purple,N/A,"Cultural and artistic traditions of groups that have experienced discrimination or exclusion in U.S. society and how these groups express themselves through the visual, literary and performing arts and other forms. May be repeated when topic changes."
HUM 282W,Global Perspectives and Humanities Traditions,4,N/A,Purple,N/A,"Historical or cultural periods, beliefs, or movements of one of more groups outside Europe and America and the expressions of these traditions through the visual, literary and performing arts and other forms. May be repeated when topic changes."
HUM 450W,Humanities Seminar,4,HUM 282W,N/A,N/A,"Intensive study of a topic related to the field of Humanities. Topics vary and engage students in issues of cultural and artistic periods, trends, theories, expression, and/or global or historic connections."
credit up,to,3,Recipient of a MAX scholarship or instructor consent,N/A,N/A,"(spoken, written, visual) addressed. Credits apply only to program communication requirements. ENGR 277 Research Writing for Engineers 1 credit Engineers use writing to organize their understanding of technical ideas, prepare for research activity, and disseminate knowledge generated through research. Students will develop a research proposal, a research paper for submission to a conference or journal, or a background literature review summarizing multiple resources. Can be repeated for credit with different topics and/or different writing types. Credits apply only to program communication requirements. ENGR 293 MAX Scholar Seminar 1 credit This class provides MAX scholars with an opportunity to explore a set of topics related to achieving success in academic, professional and personal realms. Speakers will include faculty, graduate students, visiting researchers and industry members as well as student participants."
ENGR 311W,Professionalism I,3,N/A,N/A,N/A,"Students learn and develop the elements of professionalism while operating in project teams interacting daily with clients from industry. Topics include leadership, metacognition, teamwork, written and oral communication, ethics and professional and personal responsibility."
ENGR 312W,Professionalism II,3,Admission to program.,N/A,N/A,"Students further learn and develop the elements of professionalism while operating in project teams interacting daily with clients from industry. Topics include further examination of leadership, metacognition, teamwork, written and oral communication, ethics, and professional and personal responsibility. ENGR 321 Engineering Core: Statistics 1 credit Introduction to statistics in an engineering context. Design of experiments and data collection, descriptive statistics, inferential statistics including hypothesis testing, and statistical software are introduced and applied. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 322 Engineering Core: Programming/Modeling 1 credit Students gain breadth across all objectives and depth in either programming or mathematical modeling. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 331 Mechanical Core: Dynamic Systems 1 credit Application of differential equations and Laplace Transform to determine the time evolution of mechanical, electrical, and fluid systems. Representing systems with transfer functions, block diagrams, and implementing modern simulation techniques. Students will do indepth learning of some aspect of content area. Coursework may be tied to project work. ENGR 332 Mechanical Core: Fluid Mechanics 1 credit Analysis of static and dynamic fluid systems using energy, continuity, impulse-momentum, Pascal, and Archimedes’ principles. Applications in both steady and non-steady state. Fluid friction, pipe flow, flowmeters. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 333 Mechanical Core: Manufacturing Processes 1 credit Introduction to the field of manufacturing and its relationship to other aspects of engineering. Study of established and emerging parts fabrication processes, such as 3D printing, welding, injection molding, casting, etc. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 334 Mechanical Core: Material Science 1 credit Relationship between microstructures, processing, and properties of engineering materials with a focus on mechanical behavior and evaluation. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 335 Mechanical Core: Mechanics of Materials 1 credit Introduction to material responses in various loading scenarios including axial, bending, shear, and torsion. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 336 Mechanical Core: Thermodynamics 1 credit Application of first law of thermodynamics, mass balances, and property relationships to open and closed systems and power and refrigeration cycles. Introduction to the second law. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 341 Electrical Core: AC Circuits 1 credit Behavior of RL, RC, and RLC circuits including natural, step, and driven responses. Applications of frequency domain to circuit theory. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 342 Electrical Core: Control Theory 1 credit Modeling and analysis of linear feedback control systems including block diagrams, stability, and root locus. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 343 Electrical Core: Digital Logic 1 credit Introduction to combinational and sequential logic including logic gates, Boolean algebra, logic minimization, flip flops, and applications such as HDL or PLC programming. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 344 Electrical Core: Electronics 1 credit Analysis of circuits containing active elements such as amplifiers, diodes, and transistors. Both field effect and bipolar junction devices are covered in the context of digital and analog circuits. Students will do indepth learning of some aspect of content area. Coursework may be tied to project work. ENGR 345 Electrical Core: Instrumentation 1 credit Issues related to measurement including transducers, resolutions, signal integrity, noise, analog to digital conversion, and loading. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 346 Electrical Core: Motors, Generators & Transformers 1 credit Conversion of energy between the electrical, magnetic, and mechanical domains specifically including transformers; AC and DC motors; and AC and DC generators. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work."
Prerequisites: MATH,223. At least,60,N/A,N/A,N/A,instructor permission; co-op contract; other prerequisites may also apply.
Prerequisites: ENGR,"302, ENGR 312W. At least",14,N/A,N/A,N/A,technical competencies.
Prerequisites: ENGR,"401, ENGR 411W. At least",22,N/A,N/A,N/A,technical competencies.
ENGR 411W,Professionalism III,3,ENGR 312W,N/A,N/A,"Students further learn and develop the elements of professionalism while operating in project teams interacting daily with clients from industry. Further development/practice of leadership, metacognition, teamwork, written and oral communication, ethics, and professional and personal responsibility in project context."
ENGR 412W,Professionalism IV,3,"Admission to major, minor or certificate programs.",N/A,N/A,"Students further learn/develop professionalism while interacting regularly with clients from industry. Topics include further development and practice of leadership, metacognition, teamwork, written and oral communication, ethics, and professional and personal responsibility in project context, with reflection on educational growth. ENGR 421 Advanced Engineering Core: Engineering Economics 1 credit Engineering economics topics including time value of money, simple and compound interest, annualized cash flows, inflation, and capital budgeting decision tools such as net present worth, payback period, return on investment, benefit/cost ratio, break-even analysis, and basic income statement reports. Topics are applied in a deep learning activity that relates to the team design project or a personal finance decision. ENGR 422 Advanced Engineering Core: Entrepreneurship 1 credit Frameworks linking the entrepreneurial mindset to innovation. Includes connections to value propositions, profitability, customer requirements, and design decisions. Appropriate both for those who want to start a business and those who want to innovate within a going concern. Students will do in-depth learning of some aspect of the content area. Coursework may be tied to project work. ENGR 431 Mechanical Advanced Competency: Heat Transfer1 credit Overview of heat transfer mechanisms including conduction, convection, and radiation. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 432 Mechanical Advanced Competency: Structural Analysis 1 credit Introduction to engineering standards in structural design; analysis of structures such as trusses, beams and frames with analytical, computational, and experimental methods for problem solving. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 441 Advanced Electrical Core: Electricity & Magnetism1 credit Maxwell’s equations applied to electrostatics and magnetostatics. Electromagnetic wave propagation, transmission lines, and antennas. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work. ENGR 442 Electrical Advanced Competency: Signals & Systems 1 credit Descriptions of signals in the time and frequency domain. Analysis of linear systems in the time and frequency domain. Includes applications of Fourier transforms. Students will do in-depth learning of some aspect of content area. Coursework may be tied to project work."
Prerequisites: Senior,standing in program and at least,14,Admission to ISAT program.,N/A,N/A,"technical competencies Integrated Science and Technology ISAT 301 Interdisciplinary Portfolio I 1 credit Collection, analysis, and presentation of work connecting humanistic and technical knowledge with degree and career objectives. As students move through the ISAT 301, 302, 401, 402 portfolio sequence, each 1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program. ISAT 302 Interdisciplinary Portfolio II 1 credit Collection, analysis, and presentation of work connecting humanistic and technical knowledge with degree and career objectives. As students move through the ISAT 301, 302, 401, 402 portfolio sequence, each 1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program. ISAT 401 Interdisciplinary Portfolio III 1 credit Collection, analysis, and presentation of work connecting humanistic and technical knowledge with degree and career objectives. As students move through the ISAT 301, 302, 401, 402 portfolio sequence, each 1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program. ISAT 402 Interdisciplinary Portfolio IV 1 credit Collection, analysis, and presentation of work connecting humanistic and technical knowledge with degree and career objectives. As students move through the ISAT 301, 302, 401, 402 portfolio sequence, each 1-credit course will build and expand upon work from the previouslycompleted portfolio courses. Requires admission to ISAT program."
expertise. The,total combined credits for ISAT,480,N/A,N/A,N/A,
combined credits,for ISAT,480,"ISAT 302, Admission to ISAT program.",N/A,N/A,Requires admission to ISAT program. Student and faculty agree upon a specific unit of study. Student presents unit to faculty member for evaluation. Intensive English Program
course that,can be taken for,1-4,N/A,N/A,N/A,needs and under consultation with their advisor. The workload increases with each credit. The requirements for this course are dependent on academic focus and goals for the future.
MFE 488W,Senior Design I,2,N/A,N/A,N/A,"An examination of manufacturing design and research. Students refine their design proposal and begin their senior design projects. This course also prepares the student for MFE 489W, Senior Design Project II, where the design project, and final report are completed."
Prerequisites: MFE,"275, MFE 425, and",10,N/A,N/A,N/A,
MFE 489W,Senior Design II,2,MFE 488W,N/A,N/A,Completion of the capstone design project; a continuation of MFE 488W. Manufacturing Engineering Technology MET 104 Introduction to Manufacturing Engineering
Prerequisites: MET,104. At least,60,N/A,N/A,N/A,instructor permission; co-op contract; other prerequisites may also apply.
MET 488W,Senior Design Project I,2,"ENG 271W, MET 275, MET 425, 10 AET or MET 300/400",N/A,N/A,"An examination of manufacturing design and research. Students refine their design proposal and begin their senior design projects. This course also prepares the student for MET 489W, Senior Design Project II, where the design proposal, design project, and final report are completed. This course should be taken in the fall semester of the senior year."
MET 489W,Senior Design Project II,2,"MET 488W, Permission Required",N/A,N/A,Completion of the capstone design project; a continuation of MET 488W.
Prerequisites: At,least,60,N/A,N/A,N/A,permission; co-op contract; other prerequisites may also apply.
MATH 492W,Mathematics Capstone Experience,3,"Two of the following: MATH 316, MATH 321, MATH 345,",N/A,N/A,"This course is designed to allow undergraduate students an opportunity to integrate their undergraduate mathematics experiences by engaging each student in working on a problem in applied or theoretical mathematics. In doing so, students will see connections between the various topics found in the undergraduate mathematics curriculum. Content will vary by semester. An important component of this course will be the preparation and presentation of a research paper describing the student’s progress toward a solution of the problem under consideration. Problems will arise from the course content and materials as presented by the instructor. Because of the breadth of mathematical topics needed for successful completion of the course, students need to have senior standing. MATH 375 and senior standing (or permission of the instructor). Course can also be taken independent study with permission of a cooperating faculty member."
Prerequisites: ME,201. At least,60,N/A,N/A,N/A,instructor permission; co-op contract; other Prerequisites may also apply.
ME 436W,Mechanical Engineering Experimentation II,2,"ME 291, ME 324, ME 329",N/A,N/A,"Experimental and analytical studies of phenomena and performance of fluid flow, heat transfer, thermodynamics, refrigeration and mechanical power systems. Extensive writing component."
ME 438W,Design Project II,3,ME 428,N/A,N/A,"The second course of a two-semester sequence providing a complete design experience and introduction to professional practice. This course includes: completion of the design project, design presentations, and the final design report. Students will prepare for and complete the Fundamentals of Engineering exam."
ME 466W,Mechanical Engineering Experimentation III,2,"ME 344, ME 463",N/A,N/A,"Experiments in vibrations: Motion measurement, force measurement, free vibration, frequency response, impact response, noise, signal processing. Experiments in control: system modelling and characterization in the time and frequency domains, feedback and compensation, PID control, control of velocity and position. This course includes laboratory. Extensive writing component."
MUSE 200W,Introduction to Museum Studies,4,N/A,N/A,N/A,"Introduces history of museums and philosophical nature of museums, covering types and definitions of museums, discusses contemporary practice in museums, and examines current issues in the profession as we face the future of museums in the twenty-first century."
MUSC 301W,Music History,1,"ENG 101, MUSC 131",N/A,N/A,"This writing-intensive course focuses on the repertory of Western Music from prehistory through 1800. It examines the ways that culture and patronage impacted music developments, and focuses on techniques appropriate to research, including finding, evaluating, and using sources."
MUSC 302W,Music History,2,"ENG 101, MUS 131",N/A,N/A,"This writing-intensive course focuses on the repertory of Western Music from 1800 to the present. It examines the ways that culture and patronage impacted music developments, and focuses on techniques appropriate to research, including finding, evaluating, and using sources."
MUSC 309W,Music Travel Tour,3,ENG 101,N/A,N/A,"Prepare for, and participate in, a musical tour. Destinations will vary with each offering, and may include international experiences. Prior to travel, class sessions will deal with the music and culture of the destination. There will be additional travel expenses associated with the class."
MUSC 320W,Musicpreneurship,3,N/A,N/A,N/A,"In this course music majors will learn how to market themselves, create their own brand and lay the groundwork for their post-college careers. The course will cover the basics of self-assessment, bio writing, resume building, networking, self-promotion, professional communications and presentations, e-portfolios, social media and other strategies used by professional musicians."
NURS 350W,Critical Inquiry in Nursing,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317",N/A,N/A,"Introduces the value of scientific inquiry, use of scholarly evidence, and significance of critical thinking/development of clinical reasoning. Examines theoretical frameworks pertaining to scientific inquiry and development of nursing knowledge through research and evidence-based practice."
PHIL 100W,Introduction to Philosophy,3,N/A,N/A,N/A,"Introduction to the nature of philosophy and specific, basic problems."
PHIL 101W,Philosophical Problem: The Mind-Body Problem,3,N/A,N/A,N/A,This course considers historical and contemporary analyses of the mind in relation to the body and the connection of the mind-body problem to other issues concerning both religion and science.
PHIL 112W,Scientific Reasoning,3,N/A,N/A,N/A,"This course explores what makes reasoning scientific as distinguished from non-scientific. Issues are inductive reasoning, causal reasoning, fallacies, hypothetico-deductive reasoning, falsifiability, and scientific knowledge."
PHIL 115W,"Philosophy of Race, Class and Gender",3,N/A,N/A,N/A,"To what extent do the differences among races and between genders represent biological differences, and to what extent are they constructed by society? Is racism best conceptualized as an additional burden to sexism or as one different in kind?"
PHIL 120W,Introduction to Ethics,3,N/A,N/A,N/A,Discussion of theories of value and obligation.
PHIL 122W,Introduction to Asian Philosophy,3,N/A,Purple,N/A,"Survey of Asian philosophical traditions of Hinduism, Jainism, Buddhism, Confucianism, and Daoism."
PHIL 205W,"Culture, Identity, and Diversity",3,N/A,N/A,N/A,"Discussion of the ways that a culture both creates human community and shapes self-identity. Exploration of similarities and differences between and interdependence among cultural traditions, and of vocabularies for assessing traditions."
PHIL 222W,Medical Ethics,3,N/A,N/A,N/A,"Ethical perspectives relevant to issues such as euthanasia, genetic engineering, organ transplant, patients’ rights, abortion, etc."
PHIL 224W,Business Ethics,3,N/A,N/A,N/A,Introduction to ethical theories and concepts and their application to specific cases in the world of business.
PHIL 226W,Environmental Ethics,3,N/A,N/A,N/A,"Questions about human responsibilities to other animals and the environment gain urgency as environmental crises become more prevalent, and animal species continue to be eliminated. Learn about, critique, and apply the principles underlying evaluations of human environmental conduct."
PHIL 240W,"Law, Justice & Society",3,N/A,N/A,N/A,"Consideration of the basic philosophical approaches to the idea of justice and how this idea relates to other fundamental ideas in political philosophy, ethics, and law."
PHIL 321W,Social & Political Philosophy,3,N/A,N/A,N/A,Human rights and responsibilities in relation to the organization of society and government.
PHIL 322W,Ethical Theory,3,"Select one course: PHIL 120W, PHIL 222W, PHIL 224W, or",N/A,N/A,"Topics in normative, meta-ethical and applied ethical theory. PHIL 226W"
PHIL 323W,Philosophy of Economics,3,N/A,N/A,N/A,"This course will introduce students to important texts in moral and social philosophy that provide the foundation for modern economics. In addition, we will discuss philosophical accounts of rationality, wellbeing, and freedom and their relevance to economic analysis."
PHIL 334W,History of Philosophy: Classical Philosophy,3,N/A,N/A,N/A,"Philosophers of Ancient Greece, Rome and the early Middle Ages: The presocratics, Plato, Aristotle, Hellenistic and Roman philosophers, St. Augustine. PHIL 336W History of Philosophy: Renaissance and Modern"
PHIL 358W,Topics in Asian Philosophy,3,N/A,N/A,N/A,"Critical discussion of the topics chosen from the Asian philosophical traditions of Hinduism, Buddhism, Confucianism, and Daoism. Diverse Cultures: Purple"
PHYS 475W,Advanced Laboratory,3,PHYS 336 or consent,N/A,N/A,"Experiments in modern physics, including solid-state physics and optics. Requires more independent work than introductory laboratories. PHYS 482 Teaching Methods and Materials in Physical"
POL 103W,Thinking About Politics,4,N/A,N/A,N/A,"This course is designed to help you to read, think and write critically about important concepts and issues in the study and practice of politics. It is intended to acquaint you with some of the great debates in political thought, increase your understanding of how political systems work and help you to develop your research and writing skills."
PSYC 103W,Psychology Today,3,N/A,N/A,N/A,"Introduces students to major issues in society that impact their lives, behaviors, and the way they think. Course requires student to critically address controversial and non-controversial issues through clear argumentations, intensive writings, research and presentations."
PSYC 211W,Research Methods and Design,4,Must have a minimum total cumulative GPA of 2.70 or,N/A,N/A,"An introduction to the major components of research methodology in psychology. This is a writing intensive course and involves the processing, interpretation, and exposition of behavioral data. instructor permission to enroll; PSYC 201"
Prerequisites: PSYC,101. At least,60,N/A,N/A,N/A,instructor permission; co-op contract; other prerequisites may also apply.
PSYC 460W,Psychology of Women,3,PSYC 101,Purple,N/A,A critical examination of current psychological approaches to the study of women’s behavior and experience. The course will emphasize empirical ways of knowing and address psychological questions of central concern to women. Development of gender differences also will be explored.
P/N grading,only. Prereq:,9,PYSC 211W,N/A,N/A,
RPLS 341W,Research Methods in RPLS,3,N/A,N/A,N/A,"This course will explore research design with emphasis related to the areas of recreation, parks, and leisure sciences. Basic overview of research methodologies commonly utilized in leisure sciences and approaches to RPLS research will be explored through review of original research. Students will be required to produce and revise scientific writing with specific focus on presenting material to audiences in the RPLS field. Team-based problem centered research questions will be developed and investigated using methodology with current RPLS-related issues."
RPLS 377W,Public Relations,3,N/A,N/A,N/A,"Focuses on the total planning, implementation and techniques of effective public relations."
Prerequisites: At,least,60,N/A,N/A,N/A,permission; co-op contract; other prerequisites may also apply.
RPLS 447W,Therapeutic Recreation Process,3,"RPLS 272, RPLS 274, or with instructor permission.",N/A,N/A,"This course details the Therapeutic Recreation process: assessment, planning, implementation and evaluation in relation to individual treatment programs in Therapeutic Recreation Service. Emphasis is on interpreting assessment data, writing measurable goals and objectives, implementing an actual program and documenting program results in terms currently used in human service settings."
REHB 110W,Sensitivity to Disability,3,N/A,Gold,N/A,Promotes an understanding of the impact of physical and mental disabilities on people in their daily lives through in-class contacts and exercises with and about persons with disabilities.  Scandinavian Studies
SCAN 251W,Scandinavian Cultures: The Sami,4,N/A,Purple,N/A,"In this course, students will learn about the indigenous population of Scandinavia, the Sami. Students will investigate Sami traditions and cultural production along with the historical and contemporary sociopolitical standing of the Sami within the majority cultures of Scandinavia."
SCAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4,N/A,N/A,N/A,"This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g., Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English through the lens of literary and cultural criticism with a focus on Scandinavian studies and exposes students to international and diverse points of view that prepare them to be global citizens. Diverse Cultures: Purple"
SOWK 215W,Introduction to Social Welfare Services,4,N/A,Purple,N/A,The objective of this course is to explore social welfare as a social institution. Consideration will be given to formal and informal efforts to meet common social needs of diverse populations. This course emphasizes social challenges and impact of oppression facing American society and the program and policy prescriptions designed to minimize or eliminate these problems.
SOWK 310W,Human Behavior in the Social Environment,4,SOWK 212 AND SOWK 215 OR SOWK 215W,N/A,N/A,"Applies theoretical frameworks for assessing and organizing knowledge of human behavior and the social environment in conjunction with social systems, to understand individual, family, group, organizational, and community systems. Attention is paid to human diversity, discrimination, and oppression."
in Social,Work,3,N/A,N/A,N/A,"Co-morbid substance abuse and mental health disorders will be encountered by social workers in all areas of practice. Current research on dual diagnosis indicates integrated treatment of substance misuse and mental illness is the most effective approach to treatment. This course will provide an understanding of the intersection of multiple diagnoses, and enable social worker professionals to effectively treat multiple diagnoses in their area of practice. This course examines the interaction of addictive and other mental health disorders. Particular focus is placed on case-conceptualization, assessment, and intervention with multiply diagnosed clients in specific populations."
SOC 214W,Animals and Society,4,N/A,N/A,N/A,"This course examines the role of animals in society and the social relationships between humans and other animals. Students will explore how culture and society shape the ways other animals are integrated and treated in our families, schools, economy, legal system, and other social institutions. Through dialogue and writing students will identify their own perspectives on nonhuman animals and our relationships to them."
SOC 285W,Selected Topics in Sociology,4,N/A,N/A,N/A,Topics vary as announced in class schedule. May be retaken for credit if topic varies.
SOC 301W,Social Research I,4,N/A,N/A,N/A,This course reviews the fundamentals of social research methods. Students will learn about process of designing research studies and key methods of social science research; they will develop skills to read social science research articles and understand research findings. Students will also develop and practice research skills.
SE 311W,SE Professionalism,1,SE 300,N/A,N/A,"Students learn and develop the elements of professionalism while working on software project teams in industry or on projects with industry clients. Topics include leadership, metacognition, teamwork, written and oral communication, ethics, diversity, equity, inclusion, belonging, and professional and personal responsibility."
SE 312W,SE Professionalism,1,"SE 311W, SE 391",N/A,N/A,"Students further learn and develop the elements of professionalism while working on software project teams in industry or on projects with industry clients. Topics include leadership, metacognition, teamwork, written and oral communication, ethics, diversity, equity, inclusion, belonging, and professional and personal responsibility."
information. Requires,admission to the program; at least,60,N/A,N/A,N/A,of required courses for graduation earned; in good standing in the SE program; instructor permission; co-op contract approved by program leadership; other pre-requisites may also apply.
Prerequisites: CIS,223. Admission to the program; at least,60,N/A,N/A,N/A,of required courses for graduation earned; in good standing in the SE program; instructor permission; co-op contract approved by program leadership; other pre-requisites may also apply.
SE 411W,SE Professionalism,3,"SE 312W, SE 392",N/A,N/A,"Students further learn and develop the elements of professionalism while interacting regularly with clients, software developers, other team members, managers, and administrators in an industry setting. Further development and implementation of skills related to leadership, metacognition, teamwork, written and oral communication, ethics, diversity, equity, inclusion, belonging, and professional and personal responsibility."
SE 412W,SE Professionalism,4,"SE 411W, SE 491",N/A,N/A,"Students further learn and develop the elements of professionalism while interacting regularly with clients, software developers, other team members, managers, and administrators in an industry setting. Further development and implementation of skills related to leadership, metacognition, teamwork, written and oral communication, ethics, and professional and personal responsibility in an industry context with reflection on educational growth."
411W. Senior,standing in SE program and at least,12,"SE 312W, SE 392. Senior standing in SE program and at least",N/A,N/A,technical cores and electives.
SE 498W,Senior Thesis,4,N/A,N/A,N/A,Advanced study and research in the field of software engineering required. Topic of the senior thesis determined jointly by the student and the faculty advisor. Deliverables include written thesis and formal oral presentation. Elective. Cannot be repeated for credit. Senior
standing in,the program and at least,12,"SE 312W, SE 392. Senior standing in the program and at least",N/A,N/A,cores and electives.
SPAN 210W,Composition and Conversation Workshop,4,N/A,N/A,N/A,"Includes basic communication exchanges, common vocabulary and experiences. Emphasis is on improving written expression through compositions related to socio-cultural topics of the countries in which Spanish is the primary language."
SPAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4,N/A,N/A,N/A,"This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g., Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English and exposes students to international and diverse points of view that prepare them to be global citizens."
Prerequisites: Completion,of,4,N/A,N/A,N/A,
Prerequisites: Completion,of,4,N/A,N/A,N/A,
SPAN 403W,Topics in Spanish American Literature,1-4,N/A,N/A,N/A,"Topics vary: major writers from Spanish America; Spanish American novel; Spanish American poetry; Spanish American drama; Spanish American short story; romanticism, the Mexican novel. May be repeated for credit."
Prerequisites: Completion,of,4,N/A,N/A,N/A,
Prerequisites: Completion,of,4,N/A,N/A,N/A,level.
Reading &,Writing,4,N/A,N/A,N/A,This course teaches how to select and apply specific evidence-based reading and writing strategies for students with mild/moderate disabilities. Students will learn basic instructional principles behind validated instructional models and how to use these models in different instructional settings.
Prerequisites: At,least,60,N/A,N/A,N/A,permission; co-op contract; other prerequisites may also apply.
THEA 285W,Theatre of Diversity,3,N/A,Purple,N/A,"A survey of literature, artists and performances with specific regard to the theatre of diversity including, but not restricted to: Feminist Theatre, Gay and Lesbian Theatre, African-American Theatre, Asian American Theatre, Hispanic Theatre, etc."
THEA 381W,Play Analysis,3,THEA 100,N/A,N/A,The study and application of various analytical approaches to play texts in preparation for production.
THEA 417W,Acting Techniques,3,THEA 210 or consent,N/A,N/A,The development of individual performance craft and advanced acting methodologies.
THEA 485W,Theatre Dramaturgy,3,THEA 100 and consent,N/A,N/A,"This class teaches how to access historical information and present it to directors, actors, or designers in a way that will help them make informed and practical artistic choices."
THEA 487W,Playwriting,3,THEA 100. Permission of instructor.,N/A,N/A,Writing the short and long play.
URBS 230W,Community Leadership,3,N/A,N/A,N/A,"Introduction to community leadership-elected, professional, or voluntary-and the skills and values which support it."
WLC 280W,Parallel Worlds: Exploring Cultures & Symbols,4,N/A,Purple,N/A,"This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g., Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English and exposes students to international and diverse points of view that prepare them to be global citizens."
Requires one,"course,",3,N/A,N/A,N/A,"Goal: To introduce students to writing concepts and strategies with broad applicability. Students will write for a range of situations and have opportunities to revise and reflect on their work. Emphasis will be placed on writing for academic contexts. Students will learn to access, evaluate, synthesize, and document sources, among other academic research skills. Students will be able to: 1. generate ideas, draft, revise, and edit their work; 2. write for various audiences, purposes, and genres; 3. research effectively to enrich their intellectual contributions in writing; 4. integrate sources into their work, adhering to summary, paraphrase, quotation and citation conventions; 5. use reflection to advance their writing development; 6. employ syntax and usage appropriate to academic disciplines and the professional world. English Composition Placement: Students who need to fulfill General Education Goal Area 1, Part A are placed in a Composition course or course sequence can demonstrate readiness to succeed following the standards in the English Composition Placement policy. Part B: Speech and Oral Reasoning"
