Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
CIS 442,"Database Security, Auditing and Disaster Recovery",4.0,"CIS 350, CIS 440",,,"This course covers science and study of methods of protecting data and designing disaster recovery strategy. Secure database design, data integrity, secure architectures, secure transaction processing, information flow controls, inference controls, and auditing. Security models for relational and object-oriented databases. Variable"
CIS 443,Health Information Technology in Clinical Practice,4.0,"CIS 113, CIS 340",,,"This course introduces students to a variety of existing and emerging technologies used within healthcare environments. Emphasis will be on software used to capture clinical data and generate reports. Students will complete a team-oriented project incorporating business requirements, project management, and design elements for a system implementation, system change, or reporting request."
CIS 444,Data Analytics,4.0,CIS 440,,,"The course explores big data in structured and unstructured data sources. Emphasis is placed on big data strategies, techniques and evaluation methods. Various data analytics are covered. Students experiment with big data through big data analytics, data mining, and data warehousing tools. Does the proposal require a modify Program proposal? No"
CIS 450,Information Warfare,4.0,CIS 350,,,"Covers information warfare principles and technologies. Information warfare concepts; protocols, authentication, and encryption; network attack techniques, methodologies, and tools; network defense; malware; Trojan worms, viruses, and malicious code; electronic crimes and digital evidence."
CIS 460,Network and Security Protocols,4.0,CIS 360,,,"Advanced coverage of data communication, networking and security protocols. Topics: data transmission methods, error detection and recovery, flow control, routing, security issues and performance analysis of existing and emerging protocols for secure communication. Fall, Spring CIS 462 Network, Security, Administration and"
CIS 464,Applications of Wireless and Mobile Networks,4.0,CIS 360,,,Existing and emerging mobile and wireless data networks with emphasis on digital data communications. Gain an understanding of the unique considerations that must be given to network protocols for wireless and mobile communication and their applications. Variable
CIS 465,Mobile Device Application Programming,4.0,"CIS 223, CIS 380",,,"This course is designed to give students the skills required to write applications for mobile devices (smartphones and tablets). Topics to be covered include interacting with the UI, using an emulator/simulator, application lifecycle, moving from one screen to another, services, alarms, broadcast receivers, maps API, location-based programs, GPS, persistence, hardware sensors, and web applications."
CIS 480,Software Quality Assurance and Testing,4.0,"CIS 223, CIS 380",,,"Topics include software quality assurance, software quality metrics, software configuration management, software verification and validation, reviews, inspections, and software process improvement models, functional and structural testing models."
CIS 482,Human Computer Interaction,4.0,MATH 121. Select one: STAT 154 or PSYC 201. Select one: CS,,,"This course discusses concepts and techniques for design, development and evaluation of user interfaces. Students will learn the principles of interaction design, interaction styles, user-centered design, usability evaluation, input/output devices, design and analysis of controlled experiments and principles of perception and cognition used in building efficient and effective interfaces. Group project work. 230 or CIS 380"
CIS 483,Web Application Design and Development,4.0,CIS 380,,,"HTTP Protocol; Web-markup languages; Client-side, Server-side programming; Web services; Web servers; Emerging technologies; Security; Standards & Bodies; Web interface design techniques; Usercentered design; Visual development environments and development tools; Interface design effectiveness. Fall, Spring"
CIS 484,Software Engineering,4.0,"CIS 223, CIS 380",,,"An introduction to all important aspects of software engineering. The emphasis is on principles of software engineering including project planning, requirements gathering, size and cost estimation, analysis, design, coding, testing, implementation, and maintenance. Group project work."
CIS 485,Game Design and Development,4.0,"CIS 223, CIS 380",,,"This course is designed to give students the skills required to design and develop video games. The primary focus of the course is on mobile game development, game design principles and user-centered design methodologies. A play-centric approach to game design and development will be studied, discussed and applied in the production of a game demo."
CIS 495,Seminar in Information Technology,1.0,Consent.,,,"Provides Information Technology majors an opportunity, in a small group setting, to explore a topic not normally covered in the curriculum."
CIS 496,Selected Topics in Information Technology,nan,Consent,,,Special topics not covered in other courses. May be repeated for credit on each new topic.
CIS 497,Internship,nan,Permanent admission to IT and consent.,,,"Provides students with opportunity to utilize their training in a real-world business environment working under the guidance and direction of a faculty member. (At most 4 hours toward a major in this department). Fall, Spring, Summer"
CIS 498,Information Technology Capstone,4.0,Senior standing and consent,,,"Develop high quality software application researching and applying fundamental software engineering techniques, several advanced development and test tools, human factors of interface design and a team approach, each student controlling only a part of the system. Fall, Spring"
CIS 499,Individual Study,nan,,,,Problems on an individual basis. Computer Science
CS 201W,Artificial Intelligence & Science Fiction,4.0,,,,"Course will explore the interplay between science fiction (1950s-present) and the development of artificial intelligence. Turing tests, agents, senses, problem solving, game playing, information retrieval, machine translation robotics, and ethical issues. Variable"
CS 230,Introduction to Intelligent Systems,4.0,CIS 121,,,"Fundamentals of data mining and knowledge discovery. Methods include decision tree algorithms, association rule generators, neural networks, and web-based mining. Rule-based systems and intelligent agents are introduced. Students learn how to apply data-mining tools to real-world problems."
CS 271,Introduction to Graphical Programming,3.0,"EET 113, MATH 121",,,"An introduction to graphical programming environments. Topics include data and data types, repetition, selection, data acquisition, data dependency, efficiency, modular program construction, array processing, debugging, and visualization."
CS 294,Workshop,nan,Consent of instructor,,,Workshop topics will be announced. Workshops on different topics may be taken for credit.
CS 295,Computer Science Seminar,1.0,,,,"Provides students interested in a computer science major or minor an opportunity to explore topics not normally covered in the curriculum. Speakers will include faculty, graduate students, undergraduate students admitted to the Computer Science major, visiting researchers and industry members. Fall, Spring"
CS 296,Introduction to Selected Topics,nan,,,,Special topics not covered in other 100 or 200-level courses. May be repeated for each new topic. Variable
CS 301,CS Core: Operating Systems,2.0,"CIS 223, CIS 224 or EE 234, and admission to major.",,,"This course introduces the foundational concepts of operating systems including operating systems principles, concurrency, scheduling, dispatch, and memory management and prepares students for advanced topics in operating systems."
CS 302,CS Core: Software Engineering & Parallel Computing,2.0,"CIS 223, CIS 224, and admission to major.",,,"This course introduces the foundational concepts of software engineering, and parallel and distributed computing and prepares students for advanced topics in these areas."
CS 303,CS Core: Programming Languages,2.0,"CIS 223, CIS 224, and admission to major.",,,"This course introduces the foundational concepts of programming languages, including the principles of language design, language constructs, and comparison of major languages. Topics include formal methods of examining syntax and semantics of languages and lexical analysis of language components and constructs, and propositional and predicate calculi."
CS 304,CS Core: Databases & Information Security,2.0,"CIS 223, CIS 224, and admission to major.",,,"This course introduces the foundational concepts of Information Management, Database Systems, Data Modeling, Data Security, Secure Design, Defensive Programming, Security and Cryptography."
CS 306,Network Architectures,2.0,CIS 223 and CIS 224 or EE 234,,,"An introduction to data communications and networks. The field encompasses local area networks, wide area networks, and wireless communication. Topics include digital signals, transmission techniques, error detection and correction, OSI model, TCP/IP model, network topologies, network protocols, and communications hardware."
CS 308,Applied Algorithms,2.0,,,,"This course covers more advanced algorithmic areas, including tree, graph, and text algorithms, as well as the study of algorithmic strategies (e.g., divide-and-conquer, linear programming, etc.). There is an emphasis on the application of efficient algorithms to solve novel problems, and the development of an “algorithmic mindset” by students. Admission to Major or Permission."
CS 391,Computer Science Project 1,4.0,CIS 223 and MATH 280,,,"Students learn and practice the essential elements of computer science through research, classical problem or industry project implementation: scoping, modeling, experimentation, analysis, modern tools, creativity, business plans, and global/societal/environmental impacts. Students learn and develop the elements of professionalism while operating in project teams. Topics include leadership, metacognition, teamwork, written and oral communication, ethics and professional and personal responsibility. Course must be taken concurrently with CS 495."
CS 391W,Computer Science Project 1,4.0,CIS 223 and MATH 280,,,"Students learn and practice the essential elements of computer science through research, classical problem or industry project implementation: scoping, modeling, experimentation, analysis, modern tools, creativity, business plans, and global/societal/environmental impacts. Students learn and develop the elements of professionalism while operating in project teams. Topics include leadership, metacognition, teamwork, written and oral communication, ethics and professional and personal responsibility. Course must be taken concurrently with CS 495."
CS 392,Computer Science Project 2,4.0,CS 391,,,"Students further learn and practice the essential elements of computer science through research, classical problem or industry project implementation: scoping, modeling, experimentation, analysis, modern tools, creativity, business plans, and global/societal/environmental impacts. Students continue to learn and develop the elements of professionalism while operating in project teams. Topics include leadership, metacognition, teamwork, written and oral communication, ethics and professional and personal responsibility. Course must be taken concurrently with CS 495."
CS 392W,Computer Science Project 2,4.0,CS 391W,,,"Students further learn and practice the essential elements of computer science through research, classical problem or industry project implementation: scoping, modeling, experimentation, analysis, modern tools, creativity, business plans, and global/societal/environmental impacts. Students continue to learn and develop the elements of professionalism while operating in project teams. Topics include leadership, metacognition, teamwork, written and oral communication, ethics and professional and personal responsibility. Course must be taken concurrently with CS 495."
CS 401,Topics in Operating Systems,2.0,,,,"Study of theory and/or implementation topics related to operating systems such as security and protection, virtual machines, device management, file systems, real time and embedded systems, fault tolerance and system performance evaluation. Prerequisite: Admission to Major or Permission"
CS 403,Topics in Programming Languages,2.0,,,,"Study of theory and/or implementation topics related to programming languages such as syntax analysis, semantic analysis, code generation, runtime systems, static analysis, advanced programming constructs, concurrency and parallelism, type systems, formal semantics, language pragmatics, and logic programming. Prerequisite: Admission to Major or Permission"
CS 406,Topics in Networking & Communication,2.0,,,,Study of theory and/or implementation topics related to networking and computation such as mobility and social networking and expansion of topics covered in CS 306. Prerequisite: Admission to Major or Permission
CS 410,Topics in Algorithms & Computability,2.0,Admission to major or permission.,,,"Study of theory and/or implementation topics related to algorithms and computing such as advanced computational complexity, automata theory and computability, and advanced data structures algorithms and analysis. This includes the theoretical underpinnings of modern computer science, focusing on three main models of computation: DFA, PDA and Turing Machines. Students determine model capabilities and limitations: what is and is not computable by each of them."
CS 415,Topics in Parallel & Distributed Computing,2.0,Admission to major or permission.,,,"Study of theory and/or implementation topics related to parallel and distributed computing such as parallel algorithms, architecture, and performance, distributed systems, cloud computing, and formal models and semantics. These have been called techniques for High Performance Computing. Topics also include application areas and basic concepts of parallel computing, hardware design of modern HPC platforms and parallel programming models, methods of measuring and characterizing serial and parallel performance."
CS 420,Topics in Architecture & Organization,2.0,Admission to major or permission.,,,"Study of theory and/or implementation topics related to computer architecture and organization such as functional organization, multiprocessing and alternative architectures, and performance enhancements. This includes topics in computer architecture including a major emphasis on measuring and improving computer performance. Topics include advances in pipelining and analysis and optimization of storage systems and networks, multiprocessor challenges and trends."
CS 435,Topics in Intelligent Systems,2.0,,,,"Study of theory and/or implementation topics related to intelligent systems such as Basic Search Strategies, Basic Knowledge Representation and Reasoning, Basic Machine Learning, Advanced Search, Advanced Representation and Reasoning, Reasoning Under Uncertainty, Agents, Natural Language Processing, Advanced Machine Learning, Robotics, and Perception and Computer Vision. Prerequisite: Admission to Major or Permission"
CS 440,Topics in Information Management,2.0,,,,"Study of theory and/or implementation topics related to information management such as indexing, relational databases, query languages, transaction processing, distributed databases, physical database design, data mining, information storage and retrieval and multimedia systems. Prerequisite: Admission to Major or Permission"
CS 445,Topics in Information Assurance and Security,2.0,,,,"Study of theory and/or implementation topics related to information assurance and security, such as defensive programming, threats and attacks, network security, cryptography, web security, platform security, security policy and governance, digital forensics, and secure software engineering. Prerequisite: Admission to Major or Permission"
CS 450,Topics in Computational Science,2.0,,,,"Study of theory and/or implementation topics related to computational science such as modeling and simulation, processing, interactive visualization, data, information and knowledge, and numerical analysis. Prerequisite: Admission to Major or Permission"
CS 465,Topics in Graphics & Visualization,2.0,Admission to major or permission.,,,"Study of theory and/or implementation topics related to graphics and visualization such as basic and advanced rendering, geometric modeling, computer animation and visualization. Topics include game programming with concentration on 3D graphics including modeling, rendering, and animation for computer games and graphic simulations. Programs are created using a current graphics and game development environment."
CS 470,Topics in Human Computer Interaction,2.0,Admission to major or permission.,,,"Study of theory and/or implementation topics related to human computer interaction such as designing interaction, programming interactive systems, user-centered design and testing, new interactive technologies, collaboration & communication, statistical methods for HCI, human factors and security, design-oriented HCI, and mixed, augmented and virtual reality. This course builds on the use of modern compilers. Related topics covered include lexical scanning, parsing, type checking, code generation and translation, optimization, and compiletime and run-time support for modern programming languages."
CS 480,Topics in Software Engineering,2.0,Admission to major or permission.,,,"Study of theory and/or implementation topics related to software engineering such as software processes, project management, requirements engineering, software design, construction, verification and validation, reliability, and formal methods. These relate to advanced programming for general-purpose software development. Topics include tools and processes appropriate for employing object-oriented designs and programming within a significant software development environment and advanced data structures and algorithms, graphical user interfaces, and software development processes."
CS 485,Topics in Platform-Based Development,2.0,,,,"Study of topics theory and/or implementation related to the fundamental differences that Platform-Based Development has over traditional software development addressing topics such as Web Platforms, Mobile Platforms, Industrial Platforms, and Game Platforms. Prerequisite: Admission to Major or Permission"
CS 490W,Cognitive Science Senior Capstone,4.0,Senior standing and successful completion of all core,,,Students gain experience working with a team to solve a substantial problem in the field of computer science using concepts that span several topic areas in computer science related to cognitive science. Class time focuses primarily on project design and implementation. Senior standing in the Cognitive Science major with a Computer Science Focus. requirements.
CS 491,(4.00) Computer Science Capstone 1,4.0,"CS 301, CS 302, CS 303, CS 304, CS 392",,,The first in a two-semester sequence of capstone design. Students build on the experience gained in CS 391W/392W to bring their research or project implementation and leadership to that expected of contributing computer scientists in industry or research. Course must be taken concurrently with CS 495.
CS 491W,Computer Science Capstone 1,4.0,"CS 301, CS 302, CS 303, CS 304, CS 392W",,,The first in a two-semester sequence of capstone design. Students build on the experience gained in CS 391W/392W to bring their research or project implementation and leadership to that expected of contributing computer scientists in industry or research. Course must be taken concurrently with CS 495.
CS 492,Computer Science Capstone 2,4.0,"CS 491 and (CS 306, CS 401, CS 403, CS 406, CS 410, CS 420,",,,"The second in a two-semester sequence of capstone design and the fourth project class overall. Students build on the experience gained in CS 391W/392W to bring their research or project implementation and leadership to that expected of contributing computer scientists in industry or research. Expectations include public presentation of project work, patent applications, and/or plan for commercialization of project. Course must be taken concurrently with CS 495. CS 435, CS 440, CS 445, CS 450, CS 465, CS 470, CS 480, or CS 485)"
CS 492W,Computer Science Capstone 2,4.0,"CS 491W and (CS 306, CS 401, CS 403, CS 406, CS 410, CS",,,"The second in a two-semester sequence of capstone design and the fourth project class overall. Students build on the experience gained in CS 391W/392W to bring their research or project implementation and leadership to that expected of contributing computer scientists in industry or research. Expectations include public presentation of project work, patent applications, and/or plan for commercialization of project. Course must be taken concurrently with CS 495. 420, CS 435, CS 440, CS 445, CS 450, CS 465, CS 470, CS 480, or CS 485)"
CS 494,(1-3) Workshop,nan,Consent of Instructor,,,Workshop topics will be announced. Workshops on different topics may be taken for credit.
CS 495,Computer Science Seminar,1.0,Admission to major.,,,"Students learn about computer science practice through seminars with faculty, graduate students, undergraduate students admitted to the CS major, visiting researchers, and industry members. CS students are assisted in their development as learners and professional citizens through workshops. This course is repeated by upper-division Computer Science students every semester."
CS 496,(1-4) Selected Topics in Computer Science,nan,Consent,,,Special topics not covered in other courses. May be repeated for credit on each new topic. Variable
CS 497,(1-6) Internship,nan,"Permanent admission to the CS major, CS 300, consent.",,,This course is designed to provide students with an opportunity to utilize their training in a real-world environment. Participants work under the guidance and direction of a full-time staff member. (At most 4 hours towards the CS major.)
CS 498W,Senior Thesis,4.0,Senior standing and consent,,,"Advanced study and research required. Topic of the senior thesis determined jointly by the student and the faculty advisor. Fall, Spring"
CS 499,(1-4) Individual Study,nan,Consent,,,"Problems in the field of computer science are studied on an individual basis under the guidance of a faculty mentor. Fall, Spring Construction Management"
CM 108,Construction Work Experience,1.0,,,,The Construction Experience course is one step toward building a future in the management of projects for the built environment. This course inspires students to explore opportunities within the diverse construction industry under the guidance and approval of the course instructor.
CM 111,Introduction to Construction Management,1.0,,,,"Overview of academic preparation and career opportunities in the field of Construction Management. Skills needed for estimating, scheduling, project management and field supervision will be previewed with an emphasis on future trends in the industry."
CM 120,Construction Graphics,3.0,,,,"Emphasis on plan reading, basic sketching and drawing techniques, graphic vocabulary, detail hierarchies, scale, content, notes and specifications, reference conventions, computer applications."
CM 130,Construction Documents,2.0,,,,"Basic understanding of the plans and specifications for construction projects. Emphasis on interpretation of bidding and contractual documents, conditions of the contract, plans/working drawings; applications of existing and new technology preparing students for the future."
CM 210,Construction Materials and Methods I,3.0,"CM 111, CM 120, CM 130, CIS 101",,,"Understand how construction affects professional industry and society, present state of the profession and its future. Learn about the various materials used in construction--the composition, properties, standard designations, sizes, gradations, and testing techniques. Understand changes in technology of building construction materials."
CM 220,Construction Materials and Methods II,3.0,CM 210,,,"Fundamentals of building construction and their applications in construction systems and utilities. Application of the principles of building science to construction sites; relationship between technology and innovations in methods, sustainable building practices and “green” building requirements."
CM 222,Introduction to Statics and Mechanics of Materials,3.0,"PHYS 101, MATH 113 or MATH 115 or MATH 121",,,"Course introduces the design theory and applied principles of force equilibrium, stress and strain, shear, bending moments, force diagrams, deformations of beams, and stress/strain analysis."
CM 271,Civil Engineering Measurements,2.0,MATH 113 or MATH 115 or MATH 121,,,"Basic civil engineering measurements as relates to construction layout, including distances, angles, bearings, elevations, mapping, and positioning."
CM 297,Construction Professional Practice,1.0,"CM 108, CM 210",,,"Principles of professional conduct, ethical codes and best practices are applied to the development of a portfolio and presentation. Students will sit for interviews, set career goals and begin building a professional network."
CM 300,Construction Safety,3.0,CM 210,,,"This course examines the principles and practices of construction safety, health and loss control. The emphasis is on creating a construction project safety plan, including hazard recognition, control procedures and management systems for safety."
CM 310,Estimating I,3.0,MATH 113 or MATH 115 or MATH 121,,,"This course covers types of estimates and their uses, the basics of quantity take-off, labor and equipment productivity and basic computer applications."
CM 330,Planning and Scheduling,3.0,,,,"The course focuses on understanding project planning, scheduling and control models emphasizing the critical path method. It will introduce techniques used in the industry by utilizing commercial software to create a construction project schedule. The class highlights the importance of analyzing project schedules and schedule alternatives. CM 220"
CM 340,Construction Project Management,3.0,"CM 220, CM 222, CM 297",,,"This course examines the project management framework, including key terminology, project management context, and project management processes. Topics include project management knowledge areas, life cycles, and organizational designs. Different project delivery methods will be discussed and the roles of project stakeholders will be identified and analyzed."
CM 350,Mechanical and Electrical Systems for Construction,3.0,CM 220,,,"Design concepts of plumbing, HVAC, and electrical and control systems are analyzed for attributes that affect the design and construction processes and the performance of completed structures."
CM 380,(3.00) Construction Equipment Management,3.0,"CM 220, CM 300",,,"This course provides understanding of the different building and civil construction equipment’s functions; analysis of equipment costs, production, methods of equipment selection and safety requirements including heavy equipment. Reading and understanding highway construction plans."
CM 398,CPT: Co-Operative Experience,0.0,,,,"Curricular Practical Training: The Co-Operative Experience is a zerocredit, full-time practical training experience. Please contact an advisor in the Construction Management program for details."
CM 410,Estimating II,3.0,"CM 310, CM 330",,,"This course covers types of estimates and their uses, pricing and price databases, labor and equipment productivity, proposal presentations, computer applications in estimating and research in sustainable construction."
CM 450,Construction Capstone Project,3.0,CM 340,,,"The course will involve students in a Capstone Project where students integrate the coursework concepts of the core program through research, application and presentation."
CM 492,Construction Management Seminar,3.0,Senior Standing or instructor permission,,,A seminar course that involves a critical evaluation of an area in the construction management discipline and/or industry. Topics vary from year to year. Students are usually required to make a presentation to the class.
CM 497,Internship,nan,"CM 300, CM 310, CM 330",,,Students will complete their Internship experiences
CM 499,(1-4) Individual Study,nan,,,,An in-depth study on a topic of particular interest to the student. Project must be approved by project supervisor and department chairperson. Corrections
CORR 417,Program Administration,3.0,SOC 101,,,Implications of Sociological Knowledge for the administration of Human Services programs. Theoretical and practical aspects of administration with the Social Service systems.
CORR 497,Capstone Seminar,2.0,Completion of all other required CORR courses.,,,Capstone is an evaluative course which allows students to document their learning and provide an assessment of their personal learning and the effectiveness of the Corrections Program. To be taken concurrently with CORR 496. Counseling and Student Personnel
CSP 110,Decision Making for Career and Life,3.0,,,,"The purpose of this course is to help students develop critical thinking, problem solving and decision-making skills necessary to manage the challenges they face now (choice of major) and in the future (career choice and balancing work and life roles). Meets General Education requirements for critical thinking."
CSP 115,Processes & Skills for Facilitating Effective Change,3.0,,,,"An introduction to basic processes and skills related to facilitating effective change. Selected topics (chemical use and abuse, facilitating diversity, working in groups) related to personal, social and interpersonal issues effecting families, and professionals will be presented."
CSP 470,Group Procedures,3.0,,,,"Strategies for establishing a group. A review of concepts related to group membership, group member roles and group techniques, therapeutic factors and leadership roles. An experiential component is included in this course."
CSP 471,Interpersonal Helping Skills,3.0,,,,"Provides the developing helping professional with an introduction to basic helping skills: attending, listening, responding to content and affect, probing, and providing feedback. The course is experiential in nature and includes small group interaction, videotaping, and roleplaying simulations."
CSP 473,Counseling the Chemically Dependent Family,3.0,,,,Understanding the impact of chemical dependency on the family. Family counseling skills and relapse prevention strategies will also be included.
CSP 491,Inservice,nan,,,,
CSP 499,Individual study,nan,,,,Creative Writing
CW 242W,Introduction to Creative Writing,4.0,,,,An introduction to writing poetry and short prose. This course does not assume previous creative writing experience on the part of the student.
CW 250,Video Game Narrative,4.0,,,,This course analyzes the history of story-focused games from board games through computer and mobile games.
CW 340,Form and Technique in Prose,4.0,,,,Study and explain the relationship between form and content in prose genres. Create own works applying the craft elements studied.
CW 341,Form and Technique in Poetry,4.0,,,,Study and explain the relationship between form and content in poetry. Create own works applying the craft elements studied.
CW 342,Beginning Creative Nonfiction Workshop,4.0,,,,Writing personal essays and literary journalism with an emphasis on workshop and revision.
CW 343,Beginning Fiction Workshop,4.0,,,,Introduction to writing short stories with an emphasis on the workshop.
CW 344,Beginning Poetry Workshop,4.0,,,,"Introduction to writing poems, with an emphasis on the workshop."
CW 430,(1-4) Independent Reading,nan,,,,Extensive reading in an area for which the student has had basic preparation.
CW 442,Advanced Creative Nonfiction Workshop,4.0,CW 340,,,"Advanced workshop in creative nonfiction, including personal essays and literary journalism."
CW 443,Advanced Fiction Workshop,4.0,,,,An advanced course in writing short stories.
CW 444,Advanced Poetry Workshop,4.0,,,,An advanced course in writing poems.
CW 446,Screenwriting Workshop,4.0,,,,Introduction to developing and writing fiction projects for film and television. May be repeated with new content.
CW 447W,Advanced Creative Writing,4.0,,,,Revise and polish creative work into a professional portfolio with publication and presentation in mind.
CW 448,Contemporary Writers,4.0,,,,Analyze contemporary works of poetry and prose with a special focus on craft and the works’ cultural and literary significance.
CW 449,Topics in Creative Writing Form and Technique,nan,,,,"A variable-title course that explores special topics relating to the technical study of one or more creative genres or the achievement of one or more practitioners. May be repeated with different topics, some of which could fulfill either a major author or a workshop requirement."
CW 470,Independent Writing,nan,,,,Independent study in writing.
CW 494,Special Topics Workshop,nan,,,,"Specialized workshop focusing on a specific genre, such as flash fiction, true crime, hybrid writing, or auto-fiction."
CW 498,Internship,nan,,,,"On-site field experience in creative writing, the nature of which is determined by the specific needs of the student’s program option."
CW 499,(1-4) Individual Study,nan,,,,Extensive reading and writing in an area for which the student has had basic preparation. May be repeated with change in topic. Criminal Justice
CJ 101,Introduction to Criminal Justice Systems,3.0,,Purple,,"Examines the making of criminal law, the evolution of policing, the adjudication of persons accused of criminal law violations, and the punishment of adult offenders."
CJ 200,Foundations and Orientation to Corrections,3.0,,,,"This course requires students to complete 50 hours of volunteering at a community agency to gain experience and learn how the agency and its staff perform their objectives. The course also requires students to practice their writing skills in assignments designed for reflection on personal strengths and interests, career pursuits, and résumé writing. Class discussions emphasize professional development, ethics, and various issues relevant to criminal justice and corrections. Corrections majors should take this course as early as possible."
CJ 201,Careers in Criminal Justice,3.0,,,,"This course will introduce students to the numerous agencies and organizations that make up the criminal justice system and its components. A primary goal for this course is to help students prepare for, as well as succeed in, a criminal justice system career."
CJ 202,Community Relations and Peacekeeping,3.0,,,,"The foundational tenets of peacekeeping are based on building relations between peace officers and the communities they serve. The student will be introduced to the value of positive interactions between peace officers and the populations they serve, as well as how negative interactions can impact public perception, funding, and trust. Students will also learn ways to incorporate problem-solving strategies and critical analysis on both micro and macro levels to address community and peacekeeping concerns."
CJ 225,History of Prisons and Punishment,3.0,,,,"Addresses the justifications and the historical development of punishment, the legal and policy issues concerning capital punishment, and the use of incarceration as a response to crime."
CJ 231,Criminal Law & Procedures,4.0,,,,"The history, development, and application of criminal laws and criminal procedures in the criminal justice system."
CJ 232,"Minnesota Laws, Rules, and Statutes",3.0,,,,"An extensive study of the rules, statutes, criminal laws, and traffic laws that directly relate to the role of a peace officer in the State of Minnesota."
CJ 233,Criminal Investigation,3.0,,,,"The history, legal aspects of investigation, the evolution of investigations and forensics, procedures of crime investigations, procurement and preservation of evidence and interviewing."
CJ 242,Peace Officers and Human Behavior,3.0,,,,"This course will introduce students to theoretical concepts in sociology, social psychology, psychology, and criminology pertaining to human behavior. Students will gain an understanding of how individual and societal factors influence the behaviors of the people they serve, as well as how those same factors influence the peace officer personality. Students will also be introduced to many of the mental disorders they will encounter in the field so that they may more easily identify those in crisis when in the field and determine the most appropriate course of action to assist them."
CJ 255,Juvenile Delinquency & Justice,3.0,,,,"A critical consideration of definitions of juvenile delinquency, emphasis on micro and macro level of struggle in which delinquent behavior takes place, critique of current theories on delinquency, and the juvenile justice response to delinquency from a criminal justice lens. Diverse Cultures: Purple"
CJ 261,Policing Patrol Practicals,3.0,,,,Policing patrol practicals covers the types and methods of patrol and factors involved in one’s perception and observation of others. This course includes knowledge and skills to preserve the peace of the community they are going to serve. This course is part of the Policing Skills Certificate and requires approval for registration.
CJ 262,Policing Firearms Practicals,3.0,,,,"Firearms covers the use of deadly force, firearms safety, care and cleaning of service weapons, and firearms shooting principles. The course focuses on students’ decision-making ability and firearms shooting ability. This course is part of the Policing Skills Certificate and permission is required to register for this course."
CJ 263,Policing Crime Scene Processing,2.0,,,,"Crime scene processing and investigation covers a study of responsibilities and duties of officers conducting a preliminary investigation of a crime scene including recognition, preservation, recovery of physical evidence, crime scene photography, sketching and recovery of latent fingerprints. This course also covers proper procedure for interviewing and interrogation of victims, witnesses, and suspects. Permission is required to register; this course is part of the Policing Skills Certificate."
CJ 264,Policing Traffic Enforcement Practicals,2.0,,,,"Traffic enforcement covers instruction and practical experience in radar operation, DUI detection, accident investigation, evasive driving, and current trends of violations and offenses. This course requires permission to register and is part of the Policing Skills Certificate."
CJ 265,Policing Defensive Tactics,2.0,,,,"Defensive tactics includes basic techniques on how to best defend against certain common types of attack and the reasonable force necessary to overcome the resistance being offered. This course aids in reducing the likelihood of injury to all parties, minimizing the use of excessive force, and creating a positive self-image with physical and mental conditioning. Permission is required to register for this course and this course is part of the Policing Skills Certificate."
CJ 291,Exploratory Studies,4.0,,,,May be used to explore areas of interest not covered in regular courses. A maximum of three hours applicable toward a major or minor in the department with consent of an advisor.
CJ 309,Drugs and Society,3.0,,,,"A sociological perspective to examine the history of drug use and abuse in the United States. Multicultural issues in drug abuse, international drug distribution networks, prevention efforts, and legal issues will be discussed."
CJ 310,Research Methods in Criminal Justice & Criminology,3.0,,,,"Research methodologies as they apply to correctional evidence-based practices are covered, as are strengths and limitations of various research practices, especially with respect to central correctional concepts such as risk, recidivism, and program evaluation. Students will gain experience with data sources, data collection, and basic interpretation of data analysis."
CJ 321,Victims/Survivors: Criminal Justice Response,3.0,,,,"Overview of the characteristics of victims, victim-offender relationships, societal victimization, victim’s rights and services, and restorative justice. The focus will be on developing effective criminal justice responses to the victims/survivors and the perpetrators."
CJ 322,Peacekeeping in a Diverse Society I,3.0,,,,"This course is designed to provide peace officer students with the foundational information, tools, and skills needed to improve interpersonal communications with coworkers and the public from all ethnic and cultural groups. This course also provides some historical information so students can contextualize and better understand why particular groups may distrust and resist peace officers and the criminal justice system as a whole."
CJ 323,Cultural Competency in Corrections,3.0,,,,"Assist the students in starting a healthy conversation on cultural competencies for correctional professionals, and develop resources, skills, and strategies needed to address racism and inequity. The idea is to take a journey in building a more inclusive, connected, and effective correctional organization. Students will discover a framework to help discuss issues related to cultural competency: learn about methods, practices, and values that define cultural competency and culturally based work in various fields and organizations; understand the complexities within ethnic communities; and gain insights into the nature of institutionalized racism."
CJ 324,Women in the Criminal Justice System,3.0,,,,"This course focuses on the experiences of women in the criminal justice system--as victims, offenders, and professionals. Women’s involvement in this system (whether they were a defendant, an attorney, an inmate, a correctional officer or a crime victim) has often been overlooked or devalued. The goal of this course is to bring the special needs and contributions of women in the criminal justice system into sharper focus."
CJ 331,Peace Officer Stress and Wellness,3.0,,,,"The mental and physical wellbeing of peace officers will be focused on and students will be required to assess their vulnerabilities to intrapersonal and interpersonal stressors. Students will develop tactics and strategies for managing their mental and physical wellbeing, while understanding how those strategies may have to change over time. Must be a major or minor in Corrections, Criminal Justice, Law Enforcement, or Peace Officer Program."
