Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
DHYG 452,Decision Making in Periodontology,3,N/A,N/A,N/A
DHYG 453W,Research Methods in Dental Hygiene,3,N/A,N/A,N/A
DHYG 454,Oral Health Promotion Practice,3,N/A,N/A,N/A
DHYG 460,Restorative Functions Seminar,2,N/A,N/A,N/A
DHYG 462,"Restorative Functions Clinic II 1 credit
This course is the final clinical course in a series of courses in which
students gain clinical proficiency by completing required patient
experiences and final clinical test to fulfill State of Minnesota
requirements to earn a certificate in restorative functions.
Prerequisites: DHYG 322, DHYG 326, DHYG 460, DHYG",461,N/A,N/A,N/A
DHYG 499,"Individual Study 1-6 credits
Economics
ECON 100 (3.00) An Introduction to the U.S. Economy",3,N/A,N/A,N/A
ECON 201,"and/or ECON 202, or equivalent.
ECON 103W The Economics of Women’s Issues and Public Policy in
the United States",3,N/A,N/A,N/A
ECON 202,Principles of Microeconomics,3,N/A,N/A,N/A
ECON 207,Business Statistics,4,N/A,N/A,N/A
ECON 314W,Current Economic Issues,3,N/A,N/A,N/A
ECON 320W,Gender Issues and Economic Globalization,3,N/A,N/A,N/A
ECON 355,Intermediate Microeconomics,3,N/A,N/A,N/A
ECON 356,Intermediate Macroeconomics,3,N/A,N/A,N/A
ECON 403,Labor Economics,3,N/A,N/A,N/A
ECON 405,Central Banking,3,N/A,N/A,N/A
ECON 305,ECON 406 Economics of Unions,3,N/A,N/A,N/A
ECON 411,Urban Economics,3,N/A,N/A,N/A
ECON 412,Resource and Environmental Economics,3,N/A,N/A,N/A
ECON 416,Sports Economics,3,N/A,N/A,N/A
ECON 420,International Economics,3,N/A,N/A,N/A
ECON 429,Economic Education,3,N/A,N/A,N/A
ECON 440,Public Finance,3,N/A,N/A,N/A
ECON 450,Economic Development,3,N/A,N/A,N/A
ECON 462W,Econometrics,4,N/A,N/A,N/A
ECON 463,Applied Econometrics of Financial Markets,3,N/A,N/A,N/A
ECON 480,"Seminar in Economics 1-3 credits
Variable
Prerequisites: ECON 201 and ECON",202,N/A,N/A,N/A
ECON 481,"Readings in Economics 1-3 credits
Variable
ECON 491 In-Service 1-3 credits
ECON 498 Internship 1-3 credits
Prerequisites: ECON 207, ECON 355, ECON",356,N/A,N/A,N/A
ECON 499,"Individual Study 1-3 credits
Prerequisites: ECON 201 and ECON",202,N/A,N/A,N/A
KSP 106,Education & Culture in the United States,1,N/A,N/A,N/A
KSP 150,Exploring Careers in Education,3,N/A,N/A,N/A
KSP 200,Critical Issues in Public Education,3,N/A,N/A,N/A
KSP 202,Technology Integration in the Classroom,1,N/A,N/A,N/A
KSP 220W,Human Relations in a Multicultural Society,3,N/A,N/A,N/A
KSP 222,"and 220W). Meets State
of Minnesota human relations requirement for teacher licensure.
Diverse Cultures: Gold
KSP 222 Introduction to the Learner and Learning",2,N/A,N/A,N/A
KSP 330,Planning and Instruction in the Classroom,3,N/A,N/A,N/A
KSP 334,Assessment & Evaluation,3,N/A,N/A,N/A
KSP 440,"Creating Learning Environments to Engage Children,
Families, and Community",3,N/A,N/A,N/A
KSP 442,"KSP 442 Reading, Literacy, and Differentiated Instruction in Inclusive
Classrooms",3,N/A,N/A,N/A
KSP 450,Human Relations in a Multicultural Society,3,N/A,N/A,N/A
KSP 464,Professional Seminar,1,N/A,N/A,N/A
KSP 476,K-12 Student Teaching,11,N/A,N/A,N/A
KSP 475,KSP 477 5-12 Student Teaching,11,N/A,N/A,N/A
KSP 420,"Prerequisites: admission to student teaching.
KSP 480 Seminar 1-3 credits
In depth study and narrow focus on an educational topic. Students do
extended research outside of class and defend their research in class.
Graduate students will have additional course requirements.
KSP 482 (3-6) Enrichment Experience Secondary 3-6 credits
Student teaching projects determined jointly between
student and advisor.
Corequisites: KSP 477 or KSP",476,N/A,N/A,N/A
KSP 489,"Selected Topics 1-3 credits
Specific focus on an educational topic that may be taught as a regular
curse such as: Topic: Web Resources for the Classroom (usually a
group requests a specific topic.) Graduate students will have additional
course requirements.
KSP 490 Workshop 1-6 credits
Specific focus on an educational topic that is conducted for a special
group. Graduate students will have additional course requirements.
KSP 491 In-Service 1-4 credits
Specific course designed to meet changing educational trends. Graduate
students will have additional course requirements.
KSP 497 Internship 1-8 credits
On-the-job training. Work is jointly supervised by the academic unit and
the cooperating institution.
KSP 499 Individual Study 1-6 credits
Electrical Engineering
EE 100 Explorations in Engineering 1 credit
This course offers an introduction to the various disciplines of
engineering and their relationship to the principles of physics and
mathematics. Students are prepared for academic success and the
transition into an engineering program.
www.mnsu.edu 2024-2025 Undergraduate Catalog",255,N/A,N/A,N/A
EET 142,"EE 235 Microprocessor Engineering Laboratory I 1 credit
Use of development boards and assembly language programming to
handle interrupts, interface with parallel I/O ports, memory, and timers.
Experiments will involve signal and frequency measurements, data
conversions, and interface design. EE 234 must be completed before
taking this course or taken concurrently. If you would like to take it
concurrently, please contact the instructor for permission.
Prerequisites: EE",234,N/A,N/A,N/A
MATH 321,"EE 304 Lab: Introduction to Solid State Devices 1 credit
Laboratory support for EE 303. Experiments include resistivity and sheet
resistance measurements of semiconductor material, probing material,
probing of IC chips, PN-junction IV and CV measurements, BJT testing
to extract its parameters, MOSFET testing and evaluating its parameters,
cv-measurements of MOS structure, and familiarization with surface
analysis tools.
EE 332 Electronics I",3,N/A,N/A,N/A
MATH 223,www.mnsu.edu 2024-2025 Undergraduate Catalog,257,N/A,N/A,N/A
EET 112,Elementary Electricity and Electronics,3,N/A,N/A,N/A
EET 114,AC Circuits,3,N/A,N/A,N/A
EET 116,"Communications-Past, Present & Future",3,N/A,N/A,N/A
EET 117,Introduction to Digital Electronics,3,N/A,N/A,N/A
EET 118,"Electricity - Generation, Usage & Green Alternatives3 credits
This course covers the development and status of electrical power as a
global resource. This includes usage, generation, and impact on societies
throughout the world. Finally, the course will examine the many
renewable generation options. Diverse Cultures: Purple
EET 125 Perspective on Technology",3,N/A,N/A,N/A
EET 141,Integrated Computer Technology I,4,N/A,N/A,N/A
EET 143,Integrated Computer Technology III,4,N/A,N/A,N/A
EET 223,Electronics II,4,N/A,N/A,N/A
EET 222,EET 254 Microprocessors I,4,N/A,N/A,N/A
MATH 180,EET 315 Programmable Instrumentation,3,N/A,N/A,N/A
EET 254,EET 340 Programmable Hardware Technology,4,N/A,N/A,N/A
EET 341,Electronic Shop Practices,2,N/A,N/A,N/A
EET 221,EET 355 Electrical Power Systems,4,N/A,N/A,N/A
EET 393,"Practicum 1-4 credits
Elective credit for approved experience in off-campus work
related to EET major.
Prerequisites: Permission required.
EET 398 CPT: Co-Operative Experience",0,N/A,N/A,N/A
EET 430,Computer Networking I,4,N/A,N/A,N/A
EET 384,EET 431 Computer Networking II,4,N/A,N/A,N/A
EET 458,"Advanced Instrumentation 1 credit
Experiences with electronic equipment and instrumentation including
maintenance, repair, calibration, safety and component identification.
Prerequisites: 25 hours of EET courses, or consent
EET 461 Industrial Automation I",4,N/A,N/A,N/A
EET 461,EET 486 Digital Communications,3,N/A,N/A,N/A
EET 456,EET 487 RF Systems Technology,3,N/A,N/A,N/A
ELE 222W,Human Relations in a Multicultural Society,4,N/A,N/A,N/A
ELE 240,"Research 1-4 credits
To research an area related to education to provide understanding and
experience with scholarly inquiry. Students will discover content and
practice skills related to scholarly inquiry and their academic subjects.
ELE 310 Philosophy & Practices in the Middle School",3,N/A,N/A,N/A
ELE 402,Introduction to Teaching Multilingual Children,3,N/A,N/A,N/A
ELE 410,"Creating Anti-Racist Environments with Field
Experience",4,N/A,N/A,N/A
ELE 411,"Evidence-Based Literacy Instruction in the Early
Grades",4,N/A,N/A,N/A
ELE 412,"Social Studies: Human Diversity, Power, & Opportunity in
Elementary School",4,N/A,N/A,N/A
ELE 413,Understanding the Needs of Individual Students,4,N/A,N/A,N/A
ELE 420,"Planning & Assessment for Diverse Learners with Field
Experience",4,N/A,N/A,N/A
ELE 421,"Integrating Critical Literacies to Promote Equity Across the
Elem Curriculum",4,N/A,N/A,N/A
ELE 422,"Mathematics Teaching and Learning for the Diverse
Elementary Classroom",4,N/A,N/A,N/A
ELE 423,"Science Teaching and Learning for the Diverse Elementary
Classroom",4,N/A,N/A,N/A
ELE 428,"Teaching Reading and Writing in the Content Areas3 credits
Presents strategies for teaching reading and writing knowledge, attitudes
and skills in the various teaching content areas.
ELE 430W Integrating Arts & Physical Health Across the Elementary
Curriculum",4,N/A,N/A,N/A
ELE 431,"Integrating Inquiry across the Elementary
Curriculum",4,N/A,N/A,N/A
ELE 432,"Field Experience: Integrating Methods in the Elementary
Classroom",4,N/A,N/A,N/A
ELE 433,"Integrating Inclusive Practices to Promote Learners¿ Diverse
Development",4,N/A,N/A,N/A
ELE 436,Engineering for Elementary Teachers,2,N/A,N/A,N/A
ELE 440,Student Teaching,12,N/A,N/A,N/A
ELE 446,Educational Technology-STEM,2,N/A,N/A,N/A
ELE 451,"Middle level practicum 1-2 credits
The practicum consists of a minimum of four weeks during which
candidates teach in the specific academic subject for the new licensure
field. Those holding a license at the elementary level complete the
experience with students in grades 7 or 8. Those who hold a license at
the secondary level complete the experience with students in grades 5 or
6. The focus is on applying the standards of effective practice in teaching
students, demonstrating both knowledge of the academic subject and
students as well as the pedagogical skills required at the middle level.
ELE 456 Special Topics: STEM for Elementary Teachers 1 credit
This course provides students with familiarity in regard to emerging
topics of importance in elementary STEM education.
ELE 467 Integrating Science, Technology, Engineering, and Math for
Elem Teachers",2,N/A,N/A,N/A
ELE 470,Field Experience in STEM,4,N/A,N/A,N/A
ELE 494,Student Teaching Middle School,4,N/A,N/A,N/A
ELE 496,"Internship 3-6 credits
Provides clinical experiences for pre-service teachers; extends
laboratory experiences for those who have completed pre-student
teaching experiences.
ELE 499 Individual Study 1-4 credits
By contract between student and faculty member.
English
ENG 100 Academic Reading and Writing",4,N/A,N/A,N/A
ENG 100,"or “Academic Reading and Writing” focuses on building
students’ literacy skills in connection to their field of study.
ENG 101 Foundations of Writing & Rhetoric",4,N/A,N/A,N/A
ENG 105,"Race, Rhetoric, and Representation",4,N/A,N/A,N/A
ENG 110,Introduction to Literature,4,N/A,N/A,N/A
ENG 112W,Why Literature Matters,4,N/A,N/A,N/A
ENG 101,ENG 125 International Children’s Literature,4,N/A,N/A,N/A
ENG 146,Introduction to Shakespeare,4,N/A,N/A,N/A
ENG 201W,Writing Technologies,4,N/A,N/A,N/A
ENG 215,"Topics in Literature 2-4 credits
Course will explore specialized topics in literature; may be repeated
under a different topic.
www.mnsu.edu 2024-2025 Undergraduate Catalog",265,N/A,N/A,N/A
ENG 273W,Agricultural Communication,4,N/A,N/A,N/A
ENG 275W,Introduction to Literary Studies,4,N/A,N/A,N/A
ENG 301W,Advanced Writing,4,N/A,N/A,N/A
ENG 318,"Multicultural Literature 2-4 credits
Specific topics in multicultural literature with detailed study of a
particular period, region, or group in the United States and their
contributions to a diverse literature. Topics include African American
Literature, American Indian Literature, Southern Writers of Color, and
others. May be repeated as topics change. Diverse Cultures: Purple
ENG 319 Animals and Literature",4,N/A,N/A,N/A
ENG 322,Topics in British Literature,4,N/A,N/A,N/A
ENG 323,Topics in US Literature,4,N/A,N/A,N/A
ENG 325,Children’s Literature,3,N/A,N/A,N/A
ENG 361,"Teaching English: Literature, Grades 5-12",4,N/A,N/A,N/A
ENG 362,"Teaching English: Writing, Grades 5-12",4,N/A,N/A,N/A
ENG 381,Introduction to English Linguistics,4,N/A,N/A,N/A
ENG 385,Introduction to Sociolinguistics,4,N/A,N/A,N/A
ENG 401,(4.00) Topics in Writing Studies,4,N/A,N/A,N/A
ENG 402W,Gender in Literature,4,N/A,N/A,N/A
ENG 403W,Selected Authors,4,N/A,N/A,N/A
ENG 407,Shakespeare,4,N/A,N/A,N/A
ENG 410,"21st Century Literature 1-4 credits
Study of literature from the 21st century, with an emphasis on how these
works reflect contemporary concerns.
Prerequisites: ENG 275W
ENG 412W Arab American Literature",4,N/A,N/A,N/A
ENG 425,"Topics in Children’s Literature 2-4 credits
Topics have included genres such as fantasy or historical fiction and
thematic topics such as survival or journeys. May be repeated for credit
when the topic changes.
ENG 426 Selected Periods 2-4 credits
Selected periods of literary study.
ENG 430 Independent Reading 1-4 credits
Extensive reading in an area for which the student has had
basic preparation.
Prerequisites: Consent
ENG 433W Selected Studies in World Literature",4,N/A,N/A,N/A
ENG 435,"The World Novel 2-4 credits
A study of selected novels from a variety of time periods and cultures,
including Eastern and Western Europe, Asia, Africa, and Latin America.
ENG 436W Native American Literature",4,N/A,N/A,N/A
ENG 437W,"Latina/o Literature 2-4 credits
This course surveys the origins and development of Chicana/o and
Latina/o literature, from oral narratives, early poetry, and narrative
fiction and memoirs, through the Chicano Movement and the
emergence of Chicana/o literature and drama. The course also examines
contemporary Chicana/o and Latina/o narrative fiction, including
issues related to immigration, the urban experience, Chicana/o and
Latina/o subjectivity, and the reappropriation and reinterpretation of
myths, legends, and cultural figures in transnational context. Diverse
Cultures: Purple
ENG 438W African American Literature",4,N/A,N/A,N/A
ENG 441,Literary Theory and Criticism,4,N/A,N/A,N/A
ENG 455,Advanced Writing Workshop,4,N/A,N/A,N/A
ENG 464,Teaching Literature in the Middle School,3,N/A,N/A,N/A
ENG 466,Usability,4,N/A,N/A,N/A
ENG 472,"Topics in Technical Communication 1-4 credits
Overview of technical communication theory with emphasis on
contemporary approaches. Hands-on workshop which implements the
theories discussed.
www.mnsu.edu 2024-2025 Undergraduate Catalog",267,N/A,N/A,N/A
ENG 473,Desktop Publishing,4,N/A,N/A,N/A
ENG 474W,Research and Writing Technical Reports,4,N/A,N/A,N/A
ENG 477W,"Technical Documentation, Policies, and
Procedures",4,N/A,N/A,N/A
ENG 478,Technical and Scientific Literature,4,N/A,N/A,N/A
ENG 479,"Rhetorical Theory Applied to Technical Documents4 credits
Overview of prominent rhetorical theories, from classical to
contemporary, which are applicable to technical communication.
Practical application and implications of the theories emphasized.
Additional attention given to current issues such as risk
communication and ethics.
ENG 480 Proposals",4,N/A,N/A,N/A
ENG 481,History of the English Language,4,N/A,N/A,N/A
ENG 482,"Teaching Listening and Speaking to English
Learners",4,N/A,N/A,N/A
ENG 483,Writing About Health and Medicine,4,N/A,N/A,N/A
ENG 484,"Teaching Grammar and Vocabulary to English
Learners",4,N/A,N/A,N/A
ENG 486,"Theories of Second Language Teaching and
Learning",4,N/A,N/A,N/A
ENG 487,"Teaching Reading and Writing to English Learners4 credits
Introduction to theory and best practices of teaching second language
reading and writing to a variety of English learners in multiple contexts.
ENG 489 Policies, Programs, and Assessment for K-12 English
Learners",4,N/A,N/A,N/A
ENG 491,"Teaching Language & Language Learners in the Inclusive
Elementary Classroom",4,N/A,N/A,N/A
ENG 492,"Selected Topics 2-4 credits
Various topic-oriented courses in literature.
ENG 494 English Workshop 1-6 credits
Specialized workshops in topics such as computer-assisted writing,
teaching the writing of poetry in the secondary school, or disciplinespecific writing. May be repeated with change in topic. When
offered as a creative writing workshop, the course may fulfill a
workshop requirement.
ENG 496 Senior Seminar in English Studies",4,N/A,N/A,N/A
ENG 498,"Internship 1-6 credits
On-site field experience, the nature of which is determined by the
specific needs of the student’s program option. May be repeated with
change in topic.
ENG 499 Individual Study 1-4 credits
Extensive reading and writing in an area for which the student has had
basic preparation. May be repeated with change in topic.
Prerequisites: Consent
268 2024-2025 Undergraduate Catalog www.mnsu.edu
Environmental Sciences
ENVR 101 Perspectives in Environmental Science",4,N/A,N/A,N/A
ENVR 440,Environmental Regulations,3,N/A,N/A,N/A
ENVR 450,Environmental Pollution & Control,3,N/A,N/A,N/A
ENVR 460,Analysis of Pollutants,4,N/A,N/A,N/A
ENVR 470,Environmental Assessment,3,N/A,N/A,N/A
ETHN 101,Introduction to Multicultural & Ethnic Studies,3,N/A,N/A,N/A
ETHN 200,Interracial/Interethnic Dating/Marriage,3,N/A,N/A,N/A
ETHN 201W,Perspectives on African Americans,3,N/A,N/A,N/A
ETHN 203W,Perspectives on Asian Americans,3,N/A,N/A,N/A
ETHN 204W,Perspectives on Latinos/Hispanics,3,N/A,N/A,N/A
ETHN 220W,Civil Rights in the U.S.,3,N/A,N/A,N/A
ETHN 295,"Selected Topics 1-4 credits
The course is offered according to student demand and instructor
availability/expertise. A variety of topics related to ethnic and
cultural areas will provide curriculum enrichment on an ongoing, but
irregular basis.
ETHN 296 Workshop 1-3 credits
Courses will employ changing topics from year to year and will deal with
cogent issues of current interest to ethnic and minority communities.
www.mnsu.edu 2024-2025 Undergraduate Catalog",269,N/A,N/A,N/A
ETHN 299,"Individual Study 1-3 credits
Exploratory independent study and research. Areas of interest not
addressed in regular courses are given priority. Maximum three credits
toward the major; one credit toward the minor.
Prerequisites: Two other ETHN courses.
ETHN 310 Environmental Racism",3,N/A,N/A,N/A
ETHN 330,Immigration and Ethnicity,3,N/A,N/A,N/A
ETHN 380,"Perspectives on Multiracial Identities in the United
States",3,N/A,N/A,N/A
ETHN 400,Cultural Pluralism,3,N/A,N/A,N/A
ETHN 401,Applied Cultural Research,3,N/A,N/A,N/A
ETHN 100,"or ETHN 101 or ETHN 150, or Consent
ETHN 405 Perspectives on New Immigrants",3,N/A,N/A,N/A
ETHN 410,Foundations of Oppression,3,N/A,N/A,N/A
ETHN 420,African American Studies,3,N/A,N/A,N/A
ETHN 110,"or ETHN 400 or consent
ETHN 440 Asian American Studies",3,N/A,N/A,N/A
ETHN 450,Latino/Hispanic Studies,3,N/A,N/A,N/A
ETHN 460,Urban Minority Problems,3,N/A,N/A,N/A
ETHN 470,Women of Color,3,N/A,N/A,N/A
ETHN 482,African American Civil Rights Movement,3,N/A,N/A,N/A
ETHN 486,Racial and Ethnic Politics,3,N/A,N/A,N/A
ETHN 490,Racial/Ethnic Families in the U.S.,3,N/A,N/A,N/A
ETHN 495,Selected Topics,3,N/A,N/A,N/A
ETHN 496,"Workshop 1-3 credits
Courses will employ changing topics from year to year and deal with
cogent issues of current interest to one or more minority communities.
ETHN 497 Internship 1-10 credits
Supervised, scholarly experience to which the theories and
methodologies of ethnic studies can be applied. Opportunities may be
on-campus and/or off-campus, including work in other countries.
Prerequisites: ETHN major or minor
ETHN 498 College Teaching Internship 1-6 credits
Students assist a faculty member in teaching ETHN 100 or ETHN 101.
ETHN 499 Individual Study 1-3 credits
Advanced independent study and research. Maximum of three credits
toward the major; one credit toward the minor.
Prerequisites: 2 ETHN courses at 300/400 level
Experiential Education
EXED 202 Introduction to Experiential Education",3,N/A,N/A,N/A
EXED 490,"Workshop 1-3 credits
EXED 499 Individual Study 1-3 credits
Family Consumer Science
FCS 100 Personal & Family Living",3,N/A,N/A,N/A
FCS 101,Introduction to Family Consumer Science,3,N/A,N/A,N/A
FCS 120,Clothing and People,3,N/A,N/A,N/A
FCS 140,Introduction to Nutrition,3,N/A,N/A,N/A
FCS 150,Cooking and Culture,3,N/A,N/A,N/A
FCS 202,Introduction to Child Life Specialist,3,N/A,N/A,N/A
FCS 203,End of Life Care,3,N/A,N/A,N/A
FCS 242,Nutrition for Healthcare Professionals,3,N/A,N/A,N/A
FCS 260,"Child Health, Safety, and Nutrition",3,N/A,N/A,N/A
FCS 270,Family Housing,3,N/A,N/A,N/A
FCS 275,Consumers in the Economy,3,N/A,N/A,N/A
FCS 280,Food Systems and Policy,3,N/A,N/A,N/A
FCS 284,Career and Technical Education,3,N/A,N/A,N/A
FCS 301,Lifespan Development,3,N/A,N/A,N/A
FCS 303,Working With Families,3,N/A,N/A,N/A
FCS 331,Clothing Construction and Textiles,3,N/A,N/A,N/A
FCS 340,Food Science,4,N/A,N/A,N/A
FCS 375,Foodservice Management Principles,3,N/A,N/A,N/A
FCS 376,Quantity Food Production,4,N/A,N/A,N/A
FCS 401,Family Life Development,3,N/A,N/A,N/A
FCS 402,Play and Child Development,3,N/A,N/A,N/A
FCS 403,Parents and Peers and Adolescent Development,3,N/A,N/A,N/A
FCS 414W,Family Policy and Ethics,3,N/A,N/A,N/A
FCS 439,Nutrition for Physical Activity and Sport,3,N/A,N/A,N/A
FCS 440,Advanced Human Nutrition,3,N/A,N/A,N/A
FCS 460,or FCS,560,N/A,N/A,N/A
FCS 463,Nutrient Metabolism and Genetics,2,N/A,N/A,N/A
FCS 473,Consumer Protection,3,N/A,N/A,N/A
FCS 474,Community Resources and Family Support,3,N/A,N/A,N/A
FCS 476,Nutrition Across the Lifecycle,3,N/A,N/A,N/A
FCS 479,"FCS Research 1-6 credits
Supervised undergraduate research or investigation in Family Consumer
Science under guidance of a faculty mentor.
FCS 480W Applied Food Science",3,N/A,N/A,N/A
FCS 482,Family Life Education,3,N/A,N/A,N/A
FCS 483,"Adult and Technical Education in Family Consumer
Science",3,N/A,N/A,N/A
FCS 484,"Program Development in Family Consumer Science3 credits
Curriculum development, implementation, and administration of family
consumer science educational programs for youth of varied abilities,
interests, and socioeconomic levels. 12-hour program clinical required.
For FCS Education majors only; unless permission from instructor.
FCS 488 Parenting Education",3,N/A,N/A,N/A
FCS 493,"Supervised Experiential Learning 1-6 credits
A scheduled, supervised work assignment that includes on-site
experiences in a nutrition-related area.
FCS 494 Family Life Education Practicum 1-3 credits
A scheduled, supervised work assignment that includes preparation
and delivery of family life education materials within a community/
organizational/corporate setting.
FCS 496 Selected Topics: CDFS 2-3 credits
Topics announced as offered. May be repeated.
FCS 497 Internship 1-6 credits
A scheduled work assignment with supervision in private business,
industry and government agency appropriate to each area
of concentration.
Prerequisites: Consent
FCS 499 Individual Study 1-6 credits
Arranged with the instructor.
Film Studies
FILM 110 Film Appreciation",4,N/A,N/A,N/A
FILM 114,Introduction to Film,4,N/A,N/A,N/A
FILM 210W,Film Genres,4,N/A,N/A,N/A
FILM 214,Topics in Film Studies,4,N/A,N/A,N/A
FILM 216W,Writing About Film,4,N/A,N/A,N/A
FILM 217,Introduction to Film Production,4,N/A,N/A,N/A
FILM 275,Independent Cinema,4,N/A,N/A,N/A
FILM 317,Advanced Film Production,4,N/A,N/A,N/A
ENG 217,"or permission of instructor. May be repeated.
Prerequisites: FILM 217 or permission of instructor
FILM 334W International Cinema",4,N/A,N/A,N/A
FILM 342,Film Performance Analysis,4,N/A,N/A,N/A
FILM 402,Film History I (1895-1960),4,N/A,N/A,N/A
FILM 412,Film History II (1961-Present),4,N/A,N/A,N/A
FILM 416,Film Theory and Criticism,4,N/A,N/A,N/A
FILM 472,Film Authorship,4,N/A,N/A,N/A
FILM 493,"Advanced Topics in Film Studies 1-4 credits
Topic-oriented course in film studies. May be repeated with
change of topic.
FILM 498 Internship 1-6 credits
On-site field experience, the nature of which is determined by the
specific needs of the student’s program option. May be repeated with
change in topic. Pre: Consent of Instructor
Prerequisites: Consent of instructor
FILM 499 Individual Study 1-4 credits
Extensive reading, research, writing and/or film production in an area
for which the student has had basic preparation. May be repeated with
change in topic. Pre: Consent of instructor
Prerequisites: Consent of instructor
Finance
FINA 100 Personal Financial Management",3,N/A,N/A,N/A
FINA 362,Business Finance,3,N/A,N/A,N/A
FINA 375,Business Analytics,3,N/A,N/A,N/A
FINA 400,Financial Analysis Using Excel,3,N/A,N/A,N/A
FINA 458,Estate Planning,3,N/A,N/A,N/A
FINA 100,or FINA,362,N/A,N/A,N/A
FINA 459,Personal Financial Planning,3,N/A,N/A,N/A
FINA 464,Financial Institutions and Markets,3,N/A,N/A,N/A
FINA 467,Insurance and Risk Management,3,N/A,N/A,N/A
FINA 470,Personal Insurance,3,N/A,N/A,N/A
FINA 475,Business Analytics II,3,N/A,N/A,N/A
FINA 480,Options and Futures,3,N/A,N/A,N/A
FINA 460,www.mnsu.edu 2024-2025 Undergraduate Catalog,275,N/A,N/A,N/A
FINA 497,"Internship 1-9 credits
Supervised experience in business, industry, state or federal institutions.
Prerequisites: Permission Required
FINA 498 Internship",3,N/A,N/A,N/A
FINA 499,"Individual Study 1-3 credits
Prerequisites: Permission Required
First Year Experience
FYEX 100 First Year Seminar",1,N/A,N/A,N/A
FREN 101,Elementary French I,5,N/A,N/A,N/A
FREN 102,Elementary French II,5,N/A,N/A,N/A
FREN 202,Intermediate French II,4,N/A,N/A,N/A
FREN 201,"or equivalent
FREN 214 Paris et L’lle de France 1-3 credits
Visits to the major churches, cathedrals, castles, monuments, museums
and neighborhoods in and around Paris.
Prerequisites: FREN 101, FREN 102, or equivalent
FREN 216 Conversation 1-4 credits
Practice in intermediate-level conversational skills.
Prerequisites: FREN 101, FREN 102, or equivalent
FREN 217 Modern France 1-3 credits
Introduction to contemporary French civilization.
Prerequisites: FREN 101, FREN 102, or equivalent
FREN 218 On Y Va 1 credit
Preparation for study in France.
FREN 261 Conversation & Pronunciation 1-3 credits
Systematic development of conversational idiom and vocabulary.
Intensive work on pronunciation. May be taken by majors and minors
up to three times.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 280W Parallel Worlds: Exploring Cultures & Symbols4 credits
This course explores a wide range of cultural topics such as race, gender,
human rights, social conflict, mythology, imaginary worlds, etc. Topics
vary every semester and will be explored from a global perspective
involving at least 4 cultures (e.g. Dakota, German, Francophone,
Scandinavian, Hispanic, Lusophone, etc.). The course is taught in
English through the lens of literary and cultural criticism with a focus on
French and Francophone studies, and exposes students to international
and diverse points of view that prepare them to be global citizens.
Diverse Cultures: Purple
FREN 293 Supervised Study in French-Speaking Countries1-6 credits
Topics will vary. Study for credit must be approved by the department
prior to departure.
Prerequisites: FREN 101, FREN 102, or equivalent
FREN 299 Individual Study 1-4 credits
Topics will vary.
FREN 301 Third Year Vocabulary Review",3,N/A,N/A,N/A
FREN 302W,"Composition 2-4 credits
Review of grammar and vocabulary. Practice in descriptive, narrative,
and expository prose.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 304 Third Year Grammar Review",3,N/A,N/A,N/A
FREN 305,"France Today 1-4 credits
Social, political, and economic trends in contemporary France.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 314 Paris et L’lle de France 1-3 credits
Visits to the major churches, cathedrals, castles, monuments, museums
and neighborhoods in and around Paris.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 315 Composition 1-3 credits
Practice in descriptive and narrative prose. Acquisition of grammatical
structures and vocabulary beyond the intermediate sequence.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 316 Conversation 1-4 credits
Practice in conversational skills.
Prerequisites: FREN 201, FREN 202, or equivalent
276 2024-2025 Undergraduate Catalog www.mnsu.edu
FREN 317 Modern France 1-3 credits
Introduction to contemporary French civilization.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 318 Introduction to Business French 1-4 credits
Introduction to basic concepts associated with French business practices.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 322 Listening Comprehension and Pronunciation 1-3 credits
Development of listening comprehension and pronunciation through the
use of tapes, videos, films, compact discs, and other recorded materials.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 323 French Phonetics & Applied Linguistics 2-4 credits
A study of the sound system in French. Intensive oral practice.
Prerequisites: FREN 201, FREN 202, or equivalent
FREN 350 Introduction to French Literature",3,N/A,N/A,N/A
