Course Number,Course Name,Credit Count,Prerequisites,Color Group
CHEM,305 Analytical Chemistry,4,“C” (2.0) or higher in CHEM 202,N/A
CHEM,316 Descriptive Inorganic Main Group Chemistry,3,“C” (2.0) or higher in CHEM 202,N/A
CHEM,317 Transition Metal Chemistry,3,“C” (2.0) or higher in CHEM 202,N/A
CHEM,322 Organic Chemistry I,4,"CHEM 202, “C” (2.0) or higher in CHEM 202.",N/A
CHEM,324 Organic Chemistry II,3,CHEM 322 with a “C” (2.0) or higher.,N/A
CHEM,325 Organic Chemistry II Lab,1,CHEM 324,N/A
CHEM,360 Principles of Biochemistry,4,CHEM 322. CHEM 324 is strongly recommended.,N/A
CHEM,398 RISE Biochem Research,2,"BIOL 105, CHEM 201",N/A
CHEM,407 Environmental Chemistry,3,“C” (2.0) or higher in CHEM 305,N/A
CHEM,419 Physical Inorganic Chemistry Foundations,2,"“C” (2.0) or higher in CHEM 322, MATH 121",N/A
CHEM,423 Spectroscopic Determination of Structure,4,CHEM 322,N/A
CHEM,424 Advanced Organic Chemistry,3,CHEM 324. “C” (2.0) or higher,N/A
CHEM,445 Physical Chemistry I,4,"MATH 121, PHYS 211, CHEM 305",N/A
CHEM,446 Physical Chemistry II,3,CHEM 445,N/A
CHEM,460 Biochemistry I,3,"BIOL 106, CHEM 324. BIOL 106 or permission “C” (2.0) or",N/A
CHEM,461 Biochemistry II,3,CHEM 460,N/A
CHEM,465 Biochemical Techniques I,2,Concurrent registration in CHEM 460 or completion of,N/A
CHEM,466 Biochemical Techniques II,2,N/A,N/A
CHEM,467 Biochemistry of Cancer and Therapeutics,3,CHEM 360 or CHEM 460,N/A
CHEM,475 Instrumental Analysis,4,CHEM 305. PHYS 212 or PHYS 223.,N/A
CHEM,479 Teaching Physical Science,4,Consent,N/A
Chemistry,,3,N/A,N/A
CHEM,489 Senior Capstone,1,CHEM 445 or CHEM 465,N/A
CHEM,490 Workshop,1-6,N/A,N/A
CHEM,497 Internship,1-16,N/A,N/A
CHEM,498 Undergraduate Research,1-6,N/A,N/A
registration,attempt. In order for CHEM 498 credits to apply,to,N/A,N/A
student’s,"program of study as unrestricted elective credits,",the,N/A,N/A
CHEM,499 Individual Study,1-6,N/A,N/A
CHIN,101 Elementary Mandarin I,5,N/A,N/A
CHIN,102 Elementary Mandarin II,5,N/A,N/A
CIVE,100 Explorations in Engineering,1,N/A,N/A
CIVE,101 Introduction to Engineering – Civil,2,N/A,N/A
CIVE,145 CAD for Civil Engineering,2,N/A,N/A
Design,,2,CIVE 101,N/A
CIVE,235 Properties of Civil Engineering Materials,3,ME 212,N/A
CIVE,271 Civil Engineering Measurements,2,"Select One: MATH 113, MATH 115, MATH 121",N/A
CIVE,297 Internship,1-4,N/A,N/A
CIVE,321 Fluid Mechanics,3,ME 214. Select one: ME 241 or ME 299,N/A
CIVE,340 Structural Analysis,3,CIVE 223 or ME 223,N/A
CIVE,350 Hydraulics and Hydrology,4,"CIVE 321 or ME 321, ME 291",N/A
CIVE,360 Geotechnical Engineering,4,CIVE 223 or ME 223,N/A
CIVE,370W Transportation Engineering,4,"CIVE 145, ME 291",N/A
CIVE,380 Environmental Engineering,3,Select one: CHEM 201 or GEOL 291,N/A
CIVE,398 CPT: Co-Operative Experience,0,CIVE 201. At least 60 credits earned; in good standing;,N/A
Prerequisites:,CIVE 201. At least 60 credits earned; in,good,N/A,N/A
CIVE,401W Civil Engineering Design I,2,"ENG 271W, CIVE 340, CIVE 350, CIVE 360, CIVE 370W",N/A
CIVE,402W Civil Engineering Design II,3,CIVE 401W,N/A
CIVE,412 Advanced Surveying,3,N/A,N/A
CIVE,415 Boundary Survey and Law,3,N/A,N/A
CIVE,417 Surveying Capstone,2,N/A,N/A
CIVE,432 Properties of Concrete,3,ME 223,N/A
CIVE,435 Civil Engineering Experimentation I,2,"CIVE 235, CIVE 340",N/A
CIVE,436 Civil Engineering Experimentation II,2,"CIVE 350, CIVE 360, CIVE 380",N/A
CIVE,446 Reinforced Concrete Design,3,CIVE 340,N/A
CIVE,447 Prestressed Concrete Design,3,CIVE 340,N/A
CIVE,448 Steel Design,3,CIVE 340,N/A
CIVE,452 Open Channel Flow,3,CIVE 350,N/A
CIVE,454 Hydraulic Structures,3,CIVE 350,N/A
CIVE,455 Agricultural Drainage and Runoff,3,CIVE 350,N/A
CIVE,458 Stormwater Management,3,CIVE 350,N/A
CIVE,461 Fundamentals of Pavement Design,3,"ME 223, CIVE 235",N/A
CIVE,465 Foundation Design,3,CIVE 360,N/A
CIVE,467 Earth Structures,3,CIVE 360,N/A
CIVE,470 Traffic Engineering,3,CIVE 370W,N/A
CIVE,471 Highway Planning and Design,3,CIVE 370W,N/A
CIVE,475 Rural and Agricultural Transportation Design,3,CIVE 370W,N/A
CIVE,476 Planning and Design of Airports,3,CIVE 370W,N/A
CIVE,478W Transportation Asset Management,3,CIVE 370W,N/A
Distribution,,3,CIVE 380,N/A
CIVE,484 Landfill and Hazardous Waste Engineering,3,CIVE 380,N/A
CIVE,491 In-Service,1-4,N/A,N/A
CIVE,494 Global Experience in Engineering and,Technology1,N/A,N/A
CIVE,497 Internship,1-6,N/A,N/A
CIVE,499 Individual Study,1-6,N/A,N/A
COMM,100 Fundamentals of Communication,3,N/A,N/A
COMM,102 Public Speaking,3,N/A,N/A
COMM,105W Interpersonal Communication,4,N/A,N/A
COMM,110 Media and Society,4,N/A,Purple
COMM,183 Introduction to Game Design and Storytelling,4,N/A,N/A
COMM,198 Newsgathering Practicum,1,N/A,Purple
COMM,199 Public Relations Practicum,1,N/A,N/A
COMM,201 Small Group Communication,2-4,N/A,N/A
COMM,202 Nonverbal Communication,4,N/A,N/A
COMM,203 Intercultural Communication,4,N/A,Purple
COMM,215 Effective Listening,2,N/A,N/A
COMM,217 Experiential Storytelling,4,N/A,Gold
COMM,220 Speech and Debate,0-4,N/A,N/A
delivery.,Requirements vary based on number of credits,and,N/A,N/A
COMM,221W Media Writing Fundamentals,4,N/A,N/A
COMM,224 Foundations in Music Industry,4,N/A,N/A
COMM,233 Public Relations Principles,4,N/A,N/A
COMM,240 Special Topics,1-4,N/A,N/A
COMM,242 Preparing for Advocacy,4,N/A,N/A
COMM,260 Principles of Visual Mass Media,4,N/A,Purple
COMM,280 Social Media and Society,4,N/A,N/A
COMM,300 Foundation Seminar,2,N/A,N/A
Perspectives,,4,N/A,N/A
COMM,302 Argumentation,4,N/A,N/A
COMM,306 Strategic Communication Research Methods,4,N/A,N/A
COMM,307 Data Storytelling,4,N/A,N/A
COMM,310 Performance of Literature,4,N/A,N/A
COMM,312 Professional Communication and Interviewing,4,N/A,N/A
COMM,314 Music Management and Concert Production,4,N/A,N/A
COMM,"315 Ethics, Free Speech, and Free Press",4,N/A,N/A
COMM,320 Advanced Speech and Debate,0-4,N/A,N/A
COMM,321 Argumentation and Debate,4,N/A,N/A
COMM,325W Reporting and Editing,4,N/A,N/A
COMM,326 Interpersonal Communication in Leadership,4,N/A,N/A
COMM,330W Multimedia Storytelling,4,N/A,N/A
COMM,333 Advanced Public Communication,4,N/A,N/A
COMM,334 Writing & Speaking for Broadcast,4,N/A,N/A
COMM,335 Communication and Community,4,N/A,N/A
COMM,340 Special Topics,1-4,N/A,N/A
COMM,351 Visual Storytelling,4,N/A,N/A
COMM,353 Creative Advertising Principles,4,N/A,N/A
COMM,360 Applied Media Design,4,N/A,N/A
COMM,370 Foundations of Health Communication,4,N/A,N/A
COMM,374 Digital Music 1,4,N/A,N/A
COMM,375 Projects in Music Industry,4,N/A,N/A
COMM,383 Game Theory and Criticism,4,N/A,N/A
COMM,398 CPT: Co-Operative Experience,0,N/A,N/A
COMM,400 Advanced Seminar,4,N/A,N/A
COMM,405 Strategic Advocacy Campaigns,4,N/A,N/A
COMM,409 Performance Studies,4,N/A,N/A
COMM,410 Topics in Relational Communication,1-4,N/A,N/A
COMM,412 Organizational Communication,4,N/A,N/A
COMM,414 Music in the Marketplace,4,N/A,N/A
COMM,415 Topics in Rhetoric and Culture,1-4,N/A,N/A
COMM,416 Topics in American Public Address,1-4,N/A,N/A
COMM,417 Experiential Storytelling,4,N/A,Gold
COMM,"418 Gender, Race, and Identity",4,N/A,N/A
COMM,"419 Gender, Race, and Media",4,N/A,N/A
COMM,420 Mass Media History,4,N/A,N/A
Methods,,1-4,N/A,N/A
COMM,425 Crisis Communication,4,N/A,N/A
COMM,429 Aesthetics and Culture in Music Industry,4,N/A,N/A
COMM,430 Social Movements and Advocacy,4,N/A,N/A
COMM,432 Grassroots Advocacy and Organizing,4,N/A,N/A
COMM,434W Public Relations Writing,4,N/A,N/A
COMM,435 Forensics Pedagogy,4,N/A,N/A
COMM,436W Specialized Writing,4,N/A,N/A
COMM,437 Legal Aspects of the Music Industry,4,N/A,N/A
COMM,440 Special Topics,1-4,N/A,N/A
COMM,444 Music Promotion and Social Media,4,N/A,N/A
COMM,445 Conflict Management,4,N/A,N/A
COMM,450 Strategic Communications Case Studies,4,N/A,N/A
Sciences,,4,N/A,N/A
COMM,"460 Dialogue, Discussion, and Debate",4,N/A,N/A
COMM,464 AMP Ensemble,1-4,N/A,N/A
COMM,465 Global Media,4,N/A,N/A
COMM,469 Advocacy Documentary Production,4,N/A,N/A
COMM,470 Topics in Health Communication,4,N/A,N/A
COMM,473 Interactive Storytelling,4,N/A,N/A
COMM,474 Digital Music 2,4,N/A,N/A
COMM,475 Recording Studio,1-4,N/A,N/A
COMM,483 Serious Game Design and Criticism,4,N/A,N/A
COMM,484 Creative Audio Production,4,N/A,N/A
COMM,494 Senior Capstone Seminar,2,N/A,N/A
COMM,495 Mass Media Workshop,1-4,N/A,N/A
COMM,496 Capstone,1,N/A,N/A
COMM,497 Teaching Internship,1-12,N/A,N/A
COMM,"498 Internship 1, 5, 6, 7, 8, 9, 10, 11,",12,N/A,N/A
COMM,499 (1-2) Individual,Study,N/A,N/A
CDIS,201 Observation of Human Communication,3,N/A,N/A
CDIS,205 Beginning American Sign Language - Level I,3,N/A,N/A
CDIS,220 Basic Audiology,3,N/A,N/A
CDIS,290 Introduction to Communication Disorders,3,N/A,Purple
CDIS,291 Individual Study,1-3,N/A,N/A
CDIS,306 Intermediate American Sign Language - Level II,3,N/A,N/A
CDIS,307 Advanced I American Sign Language - Level III,3,N/A,N/A
CDIS,308 Conversations in American Sign Language,1,N/A,N/A
CDIS,312 Speech and Language Development,3,N/A,N/A
CDIS,320 Beginning and Intermediate Audiometrics,2,N/A,N/A
CDIS,322 Speech and Hearing Science,3,N/A,N/A
Disorders,,3,N/A,N/A
CDIS,350W Interprofessional Practice and Research,3,N/A,N/A
CDIS,392 Phonetics,3,N/A,N/A
CDIS,394 Applied Anatomy and Physiology,3,N/A,N/A
CDIS,401 Hearing Disorders,3,N/A,N/A
CDIS,402 Child Language Disorders,2,N/A,N/A
CDIS,403 Child Language Disorders Lab,1,N/A,N/A
Justice,,3,N/A,N/A
CDIS,407 Advanced II American Sign Language - Level IV,3,"CDIS 306, CDS 307",N/A
CDIS,408 Seminar in Central Auditory Processing,Disorders3,N/A,N/A
Pathologists,,3,N/A,N/A
CDIS,410 Neurological Bases of Speech,2,N/A,N/A
CDIS,416 Voice and Resonance Disorders,3,N/A,N/A
CDIS,420 Advanced Audiometrics,2,N/A,N/A
CDIS,421 Aural Rehabilitation,3,N/A,N/A
CDIS,422 Hearing Across the Lifespan,2,N/A,N/A
Pathology,,1,Concurrent enrollment in CDIS 434,N/A
CDIS,434 Clinical Methods in Speech-Language Pathology,2,"Consent, concurrent enrollment in CDIS 431",N/A
CDIS,438 Speech Sound Disorders,3,N/A,N/A
CDIS,444 Appraisal and Diagnosis,3,N/A,N/A
CDIS,445 Grand Rounds-Foundation,1,N/A,N/A
CDIS,446 Grand Rounds-Presentation,2,N/A,N/A
Fields,,3,N/A,N/A
CDIS,477 Interprofessional Practices,1,N/A,N/A
CDIS,491 Inservice,1-6,N/A,N/A
CDIS,495 Clinical Practicum: Speech/Language Disorders,2,"ENG 101, CHEM 324",N/A
CIS,100 Introduction to Computing and Applications,4,N/A,N/A
CIS,101 Introduction to Information Systems,3,N/A,N/A
CIS,113 Health Humanities and Health Informatics,4,N/A,Purple
CIS,115 Big Ideas of Computer Science,4,N/A,N/A
CIS,121 Introduction to Programming,4,MATH 112 or MATH 113 or MATH 115 or MATH 121,N/A
CIS,122 Data Structures,4,"CIS 121. Select One Course: MATH 112, MATH 113, MATH",N/A
CIS,123 Applied Programming for Healthcare,Professionals4,"CIS 121. Select One Course: MATH 112, MATH 113, MATH",N/A
CIS,201 Introduction to Assistive Technology,2,N/A,N/A
CIS,202W Computers in Society,4,N/A,N/A
CIS,223 Algorithms,4,MATH 121 and CS 111 or CIS 122 or IT 214,N/A
CIS,224 Computer Architecture,4,CS 111 or CIS 122 or IT 214,N/A
CIS,296 (1-2) Introduction to Selected Topics,1-2,N/A,N/A
CIS,311 Business Application Programming,4,CIS 122,N/A
CIS,340 Introduction to Database Systems,4,CIS 121 or an approved substitute.,N/A
CIS,342 Fundamentals of Descriptive Analytics,4,CIS 340. Select one: STAT 154 or ECON 207,N/A
CIS,350 Information Security,4,EE 107 or CIS 121 or an approved substitute.,N/A
CIS,360 Introduction to Networking,4,"CIS 121. Select 1: MATH 113, MATH 115, MATH 121. Or an",N/A
CIS,380 Systems Analysis and Design,4,CIS 340. Select One Course: CIS 122 or CIS 123,N/A
CIS,390 International Technology Experience,12,N/A,N/A
CIS,393 Career Readiness,1,CIS 121,N/A
CIS,398 CPT: Co-Operative Experience,0,CIS 380,N/A
Patterns,,4,"CIS 223, CIS 380",N/A
CIS,418 Foundations of Data Science,4,"CIS 223, CIS 340",N/A
CIS,440 Database Management Systems,4,"CIS 340, CIS 380",N/A
CIS,"442 Database Security, Auditing and Disaster Recovery",4,"CIS 350, CIS 440",N/A
CIS,443 Health Information Technology in Clinical,Practice4,"CIS 113, CIS 340",N/A
CIS,444 Data Analytics,4,CIS 440,N/A
CIS,450 Information Warfare,4,CIS 350,N/A
CIS,460 Network and Security Protocols,4,CIS 360,N/A
Programming,,4,CIS 360,N/A
CIS,464 Applications of Wireless and Mobile Networks,4,CIS 360,N/A
CIS,465 Mobile Device Application Programming,4,"CIS 223, CIS 380",N/A
CIS,480 Software Quality Assurance and Testing,4,"CIS 223, CIS 380",N/A
CIS,482 Human Computer Interaction,4,MATH 121. Select one: STAT 154 or PSYC 201. Select one: CS,N/A
CIS,483 Web Application Design and Development,4,CIS 380,N/A
CIS,484 Software Engineering,4,"CIS 223, CIS 380",N/A
CIS,485 Game Design and Development,4,"CIS 223, CIS 380",N/A
CIS,495 Seminar in Information Technology,1,Consent.,N/A
CIS,496 Selected Topics in Information Technology,1-4,Consent,N/A
CIS,497 Internship,1-12,Permanent admission to IT and consent.,N/A
CIS,498 Information Technology Capstone,4,Senior standing and consent,N/A
CIS,499 Individual Study,1-4,N/A,N/A
CS,201W Artificial Intelligence & Science Fiction,4,N/A,N/A
CS,230 Introduction to Intelligent Systems,4,CIS 121,N/A
CS,271 Introduction to Graphical Programming,3,"EET 113, MATH 121",N/A
CS,294 Workshop,1-3,Consent of instructor,N/A
CS,295 Computer Science Seminar,1,N/A,N/A
CS,296 Introduction to Selected Topics,1-2,N/A,N/A
CS,301 CS Core: Operating Systems,2,"CIS 223, CIS 224 or EE 234, and admission to major.",N/A
CS,302 CS Core: Software Engineering & Parallel,Computing2,"CIS 223, CIS 224, and admission to major.",N/A
CS,303 CS Core: Programming Languages,2,"CIS 223, CIS 224, and admission to major.",N/A
CS,304 CS Core: Databases & Information Security,2,"CIS 223, CIS 224, and admission to major.",N/A
CS,306 Network Architectures,2,CIS 223 and CIS 224 or EE 234,N/A
CS,308 Applied Algorithms,2,N/A,N/A
CS,391 Computer Science Project 1,4,CIS 223 and MATH 280,N/A
CS,391W Computer Science Project 1,4,CIS 223 and MATH 280,N/A
CS,392 Computer Science Project 2,4,CS 391,N/A
CS,392W Computer Science Project 2,4,CS 391W,N/A
CS,401 Topics in Operating Systems,2,N/A,N/A
CS,403 Topics in Programming Languages,2,N/A,N/A
CS,406 Topics in Networking & Communication,2,N/A,N/A
CS,410 Topics in Algorithms & Computability,2,Admission to major or permission.,N/A
CS,415 Topics in Parallel & Distributed Computing,2,Admission to major or permission.,N/A
CS,420 Topics in Architecture & Organization,2,Admission to major or permission.,N/A
CS,435 Topics in Intelligent Systems,2,N/A,N/A
CS,440 Topics in Information Management,2,N/A,N/A
CS,445 Topics in Information Assurance and Security,2,N/A,N/A
CS,450 Topics in Computational Science,2,N/A,N/A
CS,465 Topics in Graphics & Visualization,2,Admission to major or permission.,N/A
CS,470 Topics in Human Computer Interaction,2,Admission to major or permission.,N/A
CS,480 Topics in Software Engineering,2,Admission to major or permission.,N/A
CS,485 Topics in Platform-Based Development,2,N/A,N/A
CS,490W Cognitive Science Senior Capstone,4,Senior standing and successful completion of all core,N/A
CS,491 (4.00) Computer Science Capstone 1,4,"CS 301, CS 302, CS 303, CS 304, CS 392",N/A
CS,491W Computer Science Capstone 1,4,"CS 301, CS 302, CS 303, CS 304, CS 392W",N/A
CS,492 Computer Science Capstone 2,4,"CS 491 and (CS 306, CS 401, CS 403, CS 406, CS 410, CS 420,",N/A
CS,492W Computer Science Capstone 2,4,"CS 491W and (CS 306, CS 401, CS 403, CS 406, CS 410, CS",N/A
CS,494 (1-3) Workshop,1-3,Consent of Instructor,N/A
CS,495 Computer Science Seminar,1,Admission to major.,N/A
CS,496 (1-4) Selected Topics in Computer Science,1-4,Consent,N/A
CS,497 (1-6) Internship,1-6,"Permanent admission to the CS major, CS 300, consent.",N/A
CS,498W Senior Thesis,4,Senior standing and consent,N/A
CS,499 (1-4) Individual Study,1-4,Consent,N/A
CM,108 Construction Work Experience,1,N/A,N/A
CM,111 Introduction to Construction Management,1,N/A,N/A
CM,120 Construction Graphics,3,N/A,N/A
CM,130 Construction Documents,2,N/A,N/A
CM,210 Construction Materials and Methods I,3,"CM 111, CM 120, CM 130, CIS 101",N/A
CM,220 Construction Materials and Methods II,3,CM 210,N/A
CM,222 Introduction to Statics and Mechanics of Materials,3,"PHYS 101, MATH 113 or MATH 115 or MATH 121",N/A
CM,271 Civil Engineering Measurements,2,MATH 113 or MATH 115 or MATH 121,N/A
CM,297 Construction Professional Practice,1,"CM 108, CM 210",N/A
CM,300 Construction Safety,3,CM 210,N/A
CM,310 Estimating I,3,MATH 113 or MATH 115 or MATH 121,N/A
CM,330 Planning and Scheduling,3,N/A,N/A
CM,340 Construction Project Management,3,"CM 220, CM 222, CM 297",N/A
CM,350 Mechanical and Electrical Systems for,Construction3,CM 220,N/A
CM,380 (3.00) Construction Equipment Management,3,"CM 220, CM 300",N/A
CM,398 CPT: Co-Operative Experience,0,N/A,N/A
CM,410 Estimating II,3,"CM 310, CM 330",N/A
CM,450 Construction Capstone Project,3,CM 340,N/A
CM,492 Construction Management Seminar,3,Senior Standing or instructor permission,N/A
CM,497 Internship,1-12,"CM 300, CM 310, CM 330",N/A
CM,499 (1-4) Individual Study,1-4,N/A,N/A
CORR,417 Program Administration,3,SOC 101,N/A
CORR,497 Capstone Seminar,2,Completion of all other required CORR courses.,N/A
CSP,110 Decision Making for Career and Life,3,N/A,N/A
CSP,115 Processes & Skills for Facilitating Effective Change,3,N/A,N/A
CSP,470 Group Procedures,3,N/A,N/A
CSP,471 Interpersonal Helping Skills,3,N/A,N/A
CSP,473 Counseling the Chemically Dependent Family,3,N/A,N/A
CSP,491 Inservice,1-4,N/A,N/A
CSP,499 Individual study,1-4,N/A,N/A
CW,242W Introduction to Creative Writing,4,N/A,N/A
CW,250 Video Game Narrative,4,N/A,N/A
CW,340 Form and Technique in Prose,4,N/A,N/A
CW,341 Form and Technique in Poetry,4,N/A,N/A
CW,342 Beginning Creative Nonfiction Workshop,4,N/A,N/A
CW,343 Beginning Fiction Workshop,4,N/A,N/A
CW,344 Beginning Poetry Workshop,4,N/A,N/A
CW,430 (1-4) Independent Reading,1-4,N/A,N/A
CW,442 Advanced Creative Nonfiction Workshop,4,CW 340,N/A
CW,443 Advanced Fiction Workshop,4,N/A,N/A
CW,444 Advanced Poetry Workshop,4,N/A,N/A
CW,446 Screenwriting Workshop,4,N/A,N/A
CW,447W Advanced Creative Writing,4,N/A,N/A
CW,448 Contemporary Writers,4,N/A,N/A
CW,449 Topics in Creative Writing Form and Technique,2-4,N/A,N/A
CW,470 Independent Writing,1-4,N/A,N/A
CW,494 Special Topics Workshop,2-4,N/A,N/A
CW,498 Internship,1-4,N/A,N/A
CW,499 (1-4) Individual Study,1-4,N/A,N/A
CJ,101 Introduction to Criminal Justice Systems,3,N/A,Purple
CJ,200 Foundations and Orientation to Corrections,3,N/A,N/A
CJ,201 Careers in Criminal Justice,3,N/A,N/A
CJ,202 Community Relations and Peacekeeping,3,N/A,N/A
CJ,225 History of Prisons and Punishment,3,N/A,N/A
CJ,231 Criminal Law & Procedures,4,N/A,N/A
CJ,"232 Minnesota Laws, Rules, and Statutes",3,N/A,N/A
CJ,233 Criminal Investigation,3,N/A,N/A
CJ,242 Peace Officers and Human Behavior,3,N/A,N/A
CJ,255 Juvenile Delinquency & Justice,3,N/A,N/A
CJ,261 Policing Patrol Practicals,3,N/A,N/A
CJ,262 Policing Firearms Practicals,3,N/A,N/A
CJ,263 Policing Crime Scene Processing,2,N/A,N/A
CJ,264 Policing Traffic Enforcement Practicals,2,N/A,N/A
CJ,265 Policing Defensive Tactics,2,N/A,N/A
CJ,291 Exploratory Studies,4,N/A,N/A
CJ,309 Drugs and Society,3,N/A,N/A
CJ,310 Research Methods in Criminal Justice &,Criminology3,N/A,N/A
CJ,321 Victims/Survivors: Criminal Justice Response,3,N/A,N/A
CJ,322 Peacekeeping in a Diverse Society I,3,N/A,N/A
CJ,323 Cultural Competency in Corrections,3,N/A,N/A
CJ,324 Women in the Criminal Justice System,3,N/A,N/A
CJ,331 Peace Officer Stress and Wellness,3,N/A,N/A
CJ,332W Peace Officer Communication Techniques,3,N/A,N/A
CJ,333 Advanced Criminal Investigation,3,N/A,N/A
CJ,334 Physical Wellness for Police,3,N/A,N/A
CJ,350 JOLT: Joint Opportunities to Learn and Thrive,3,N/A,N/A
CJ,"355 JOLT: Joint Opportunity to Learn and Thrive, Part",II3,N/A,N/A
CJ,371 Criminal Justice Community Experiences,1,N/A,N/A
CJ,393 Issues in Criminal Justice,1-3,N/A,N/A
CJ,401 Advanced Crime Theory & Prevention,3,N/A,N/A
CJ,402 Criminal Justice Ethics and Leadership,3,N/A,N/A
CJ,421W Community Corrections,3,N/A,N/A
CJ,422 Community Reentry,3,N/A,N/A
CJ,423 Correctional Counseling,3,N/A,N/A
CJ,429 Evidence Based Practices in Corrections,1-6,N/A,N/A
CJ,430W Peace Officer Technical Writing,3,N/A,N/A
CJ,432 Peacekeeping in a Diverse Society II,3,N/A,N/A
CJ,433 Peace Officer Senior Seminar,1,N/A,N/A
CJ,441 Federal Agencies and Homeland Security,3,N/A,N/A
Violence,,3,N/A,N/A
Systems,,3,N/A,N/A
CJ,449 Comparative Criminal Justice Systems,3,N/A,N/A
CJ,451 Administrative Law,4,N/A,N/A
CJ,453 Constitutional Law,4,N/A,N/A
CJ,454 Civil Liberties,4,N/A,N/A
CJ,456 Correctional Law,3,N/A,N/A
CJ,475 Judicial Process,4,N/A,N/A
CJ,485 Topics in Criminal Justice,1-3,N/A,N/A
Corrections,,12,N/A,N/A
CJ,498 Internship,1-6,N/A,N/A
CJ,499 Independent Study,1-3,N/A,N/A
DAK,101 Elementary Dakota I,4,N/A,N/A
DAK,102 Elementary Dakota II,4,N/A,N/A
DAK,201 Intermediate Dakota I,4,N/A,N/A
DAK,202 Intermediate Dakota II,4,N/A,N/A
DANC,120 Introduction to Dance,3,N/A,N/A
DANC,120W Introduction to Dance,3,Consent,N/A
DANC,123 Jazz Dance I,2,Consent,N/A
DANC,125 Afro-Caribbean Dance Forms,2,Consent,N/A
DANC,126 Ballet I,2,Consent,N/A
DANC,127 Tap Dance I,2,Consent,N/A
DANC,128 Contemporary Dance I,2,Consent,N/A
DANC,129 Dance Activities,1-2,Consent,N/A
DANC,223 Jazz Dance II,2,Consent,N/A
DANC,225 Worlds of Dance,3,DANC 120 or DANC120W,Purple
DANC,226 Ballet II,2,N/A,N/A
DANC,227 Tap Dance II,2,Consent,N/A
DANC,228 Contemporary Dance II,2,N/A,N/A
DANC,320 Dance Somatics,2,N/A,N/A
DANC,321 Dance Composition I,2,"DANC 228, DANC 322. Consent",N/A
DANC,322 Dance Improvisation,2,Consent,N/A
DANC,323 Jazz Dance III,2,N/A,N/A
DANC,324 Methods and Materials for Teaching Dance,3,N/A,N/A
DANC,326 Ballet III,2,N/A,N/A
DANC,327 Tap Dance III,2,Consent,N/A
DANC,328 Contemporary Dance III,2,N/A,N/A
DANC,329 Dance Practicum,1,Consent.,N/A
DANC,332 Dance Partnering,1,N/A,N/A
DANC,333 Dance Partnering for Theatre,1,Consent,N/A
DANC,421 Dance Composition II,2,DANC 321,N/A
DANC,424 Dance Pedagogy,3,DANC 324,N/A
DANC,427 Topics in Dance,3,Consent,N/A
DANC,428 Dance Repertory,1,N/A,N/A
DANC,429 Senior Dance Project,1,"DANC 430, consent",N/A
DANC,484 Dance History,3,"DANC 120, DANC 225, DANC 226, DANC 228, DANC 321",N/A
DANC,484W Dance History,3,DANC 225,N/A
DANC,497 (1-8) Dance Internship,1-8,consent,N/A
DANC,499 (1-3) Individual Study,1-3,consent,N/A
DHYG,100 Perspectives in Dental Hygiene,1,N/A,N/A
DHYG,101 Introduction to Dental Professions,1,N/A,N/A
DHYG,219 Head and Neck Anatomy and Histology,2,Admission into the Dental Hygiene Program,N/A
DHYG,223 Pharmacology,3,"BIOL 220, CHEM 106 or CHEM 111",N/A
DHYG,225 Oral Anatomy,2,N/A,N/A
DHYG,311 Preclinical Orientation,3,N/A,N/A
DHYG,313 Clinical Skills Development,3,N/A,N/A
DHYG,321 Radiography I,3,N/A,N/A
DHYG,322 Biomaterials I,2,N/A,N/A
DHYG,326 Biomaterials II,2,N/A,N/A
DHYG,327 Periodontology I,2,N/A,N/A
DHYG,328 Radiography II,2,N/A,N/A
DHYG,329 Oral Embryology and Pathology,3,N/A,N/A
DHYG,331 Clinical Dental Hygiene I,2,N/A,N/A
DHYG,332 Clinical Seminar I,2,N/A,N/A
DHYG,333 Clinical Dental Hygiene IS,2,N/A,N/A
DHYG,334 Dental Practice Management,1,N/A,N/A
DHYG,336 Culturally Aware Health Care,3,N/A,Gold
DHYG,420 Local Anesthesia,1,N/A,N/A
DHYG,421 Clinical Dental Hygiene II,3,N/A,N/A
DHYG,422 Clinical Seminar II,1,N/A,N/A
DHYG,424 Nitrous Oxide Sedation,1,N/A,N/A
DHYG,425W Community Dental Health,3,N/A,N/A
DHYG,426 Dental Hygiene Jurisprudence and Ethics,1,N/A,N/A
DHYG,427 Periodontology II,2,N/A,N/A
DHYG,428 Technology in Dentistry,1,N/A,N/A
DHYG,431 Clinical Dental Hygiene III,3,N/A,N/A
DHYG,432 Clinical Seminar III,2,N/A,N/A
DHYG,435 Community Practicum,2,N/A,N/A
Patient,,2,N/A,N/A
DHYG,441 Advanced Dental Hygiene Practice,3,N/A,N/A
DHYG,442 Current Issues in Dental Hygiene,3,N/A,N/A
DHYG,443 Technology in Oral Health,3,N/A,N/A
DHYG,444 Principles of Oral Health Promotion,3,N/A,N/A
DHYG,444W Principles of Oral Health Promotion,3,N/A,N/A
DHYG,445 Educational Methods in Dental Hygiene,3,N/A,N/A
DHYG,447 Dental Health Study Abroad,1-3,N/A,Gold
DHYG,451 Dental Hygiene Care Planning,3,N/A,N/A
DHYG,452 Decision Making in Periodontology,3,N/A,N/A
